LABEL,TEXT
FALSE,This comment was removed by a moderator because it didn't abide by our community standards. Replies may also be deleted. For more detail see our FAQs. 	
FALSE,Conversely - why keep your child home ever why not enter them into full time daycare from birth and let the state educate them from start to finish? Because your query makes as little sense. Families choose to access state provision if and when they feel they need it. For some families this is earlier than others. Why do you have a problem with that? 	
TRUE,"Just wondering what kind of sports days or school discos do home educated children enjoy?	""No I thought not.""	"
FALSE,"Interesting question - Just the other week we went to a Home Ed camp for the 1st time. It was fun. The children put on shows; from the youngest doing quick caberet acts to the teens playing in bands and DJing at the discos each night. 	""Oh and they had two separate sports days for older and younger children.""	""Not all home ed families are into camping but I think that a fair number of local groups also organise things like that too. """
FALSE,Good night folks can't believe I'm saying it school forever! I had a hellish time.	
FALSE,"Heavens! What could possibly be worse that IDEOLOGICAL REASONS!!! ;-)	""I knew someone who once gave money to charity purely for ideological reasons. It was quite shocking. I've even known some freaks who refused to eat meat simply because of ideology. ""	""If only people did things purely out of a mechanistic assessment of probable beneficial outcomes where 'benefit' is a universally accepted set of criteria agreed by all of society. ""	"
TRUE,"The topic of home schooling is a difficult one whilst in some circumstances it is the most appropriate way for a child to learn and it seems that many of you who post here who have experience of home schooling are very dedicated and are doing a great job in other circumstances I don´t think that it is appropriate and through a lack of parental ability/knowledge of the area it may not be the best thing for the child. 	""I have recently had a conversation with my mother about home schooling as a family friend has taken this approach and she feels that in our circumstances it would have been impossible for her to home school me as she has always worked full time and in certain fields doesn´t think she would have had appropriate skills to comment or help me with the work that needed to be done. ""	""It is my personal belief although many of you will disagree that in the majority of cases a child is best in school being able to mix with a greater number of students and take part in extra curricular activities. Jemmo suggests that ""	""which was not my experience of school at all. There were around 200 students in my year and my classes were mixed with a variety of them not just a particular form of thirty. In addition the extra curricular/sports activities brought together students from all the different year groups enabling us to mix and interact with both older and younger students. ""	""To respond to this particular article I don´t think anyone is particularly trying to blame home education for this particular case. However I don´t see anything wrong with a registration system where the quality of education is monitored periodically - the authors express concern that home eduation is totally different to school education and so they may be judged by `""""people who do not know what they are judging"""" but given the increasing popularity of home education would it not be possible for education professionals who do understand home education to be able undertake tasks like this? (I don't know if it would be this is a genuine question are there enough people in the system with knowledge of home education to be able to implement such a scheme as this?) """
TRUE,Purposely raising your children to be outcasts is child abuse I don't care what kind of cult you belong to. 	
TRUE,I'm always fasinated by the ideology argument. That it is wrong to do something because you belief it is right and have thought about the ideas behind it! To not have an ideology - does this mean that you don't think that any other world view is acceptable or that you simple don't think? If you look at education philosophy and ideas it becomes clear that our current state school system is very much based on a narrow set of ideas. Early formal education adult-led activities single age classes each child across the country pretty much studying the same thing in the same way at the same time irrespective of ability interest or other opportunities. One single ideology! Independent schools have much greater freedom to follow other educational philosophies and practices - Montessori Steiner small alternative schools and Summerhill being particularly noteworthy. But there is in practice very limited access to these - it costs money and these schools are few and far between. Home educators on the other hand can use all these methods as and when appropriate. They can use tutors courses other home educating parents older children other specialists with other skills and knowledge books science kits a bought curriculum internet resources etc etc. Home education is for most a community enterprise. Home educators come from many backgrounds with many different beliefs and use many different educational methods - from the very structured adult-led to the informal child-led. Some choose it at the start because their child appears to be unsuited to early formal education or because they favour education methods not available in state schools. Others come to it later because school has not worked for their child. But they are guided by their own values beliefs and yes - ideology. But then everyone is. To say school is best is every bit as ideological as any argument for home education. If we don't make decisions based on our ideas and beliefs our moral values and our understanding of the world - then surely we are failing to do our best for our children. Whether the result is choosing a state school independent school or home education will depend on our children our selves and our family situations. 	
FALSE,''(I don't know if it would be this is a genuine question are there enough people in the system with knowledge of home education to be able to implement such a scheme as this?)'' 	No	
FALSE,"Good for you. I am pleased your children are so fortunate. However having actually been both in and out of state education I do not think that this is common. Certainly the fact that ""In 2003 an estimated 75 per cent of the adult population of working age had numeracy skills below the level of a good pass at GCSE and 56 per cent had literacy skills below this level"" suggests that I am not far wrong but of course all their parents may have taken an interest and just been rubbish at it... 	""I also think I was making it clear that I was not saying it IS the case just that from my experience this is what SEEMS to be the case. Since I did actually point out only sentences before that I did think that generalisations were impossible due to it being reliant on individuals that it would be obvious that I did not think this is always the case. I just think in my opinion that when a person hands over the lions share of the educating of their children to another organisation that maybe even if only subconsciously they feel that this is them fulfilling their responsibility and that they may then put in less effort themselves... """
FALSE,"metal dad	""This thread has given me food for thought and I can see that the issue is a more complex than may at first appear. Preconceptions abound and some of them probably do need exploding. Without wishing to sound trite at the end of the day if (a) parent(s) love(s) their child they can't go far wrong no matter the pedagogy. ""	"
TRUE,"I was home educated from aged 10 onwards; my parents were the most fantastic enthusiastic teachers. My personal experience of mainstream school was damaging. 	""My parents didn’t take me out of school to ‘protect me from the world’ good grief what a stupid thing to do! (And non of the home schooling families I know did/do that either so what a silly thing to assume that's why families do it). They removed me from school because school/teachers were teaching me nothing other than ‘you are thick so why bother teaching you’. Their teaching methods no matter how hard I tried to understand just did not work for me. I tried SO hard to understand I didn’t want to be ‘behind’ the other kids but it was no good. No matter how hard I tried it was not good enough. My parents knew I was capable of more that I was intelligent but somehow school weren’t willing to see it. I wasn’t me that ‘couldn’t be bothered to learn’ it was the teachers who couldn’t be bothered to teach. ""	""To assume parents who home school are ‘cruel’ could not be more wrong. To send a distressed and terrified child to school everyday is sick! For the record my parents aren’t hippies or God fearing Christians. Also to sate that home educating families are middle class could not be further from the truth with four children and my father receiving a pitiful wage as a hill farmer and my mum being an unpaied housewife they nor I fall into the bizarre and inaccurate stereo type of a home educated family. ""	""As for social interacting I used to go on camping trips day trips I would study with friends by rivers in the woods on the beach or just pop round to each others houses. It was such a positive and wonderful experience my parents travelled far and wide to give me these experiences for that I will always admire them! ""	""@ calminthestorm. I certainly know more than 3 home educated people non of which went off the rails yet I could compile a huge list of children that attended school who did. How many home educated children do you hear of that have ASBO’s? How many hom""	""Since the age of 10 I’ve had to put up with people judging something they don’t understand telling my parents that they’re wrong for home schooling me (even though I could not have been happier) they never asked me (the one being home schooled) how I felt about it if they did they still wouldn't have listened they've made their mind up and they are sticking with their inexperienced views. I’m sick to death of it! It is and always has been pure ignorance stop slating something you have no experience or knowledge about. ""	""I am one of 4 children my sister thrived in mainstream school so my parents let her stay there my two brothers went to a different school altogether school for boys with learning difficulties and they thrived in their school. To believe ‘one size first all’ is clearly coming from people who have never suffered from learning difficulties themselves from bullying from the physically ‘sick with dread’ feeling one gets on the Sunday knowing that tomorrow is a school day. I’m dyslexic at school I could barely read but after being home schooled my GCSE’s were mainly A’s and B’s and I now have a degree this would not have been possible at school. I would have failed without a doubt! I have a daughter now and after an awful lot of thinking and discussing I feel she like my sister is well equipped for school (emotionally mentally and academically) I feel when she starts in September she will thrive. However if I were to have another child who knows maybe if I feel he/she will benefit from being homeschooled that will most definitely be the road I go down. ""	""All our children are different so why should we teach them all in the same way/style surly that’s just common sense? """
FALSE,@ Pastis...	I hadn't actually seen this comment when I posted mine.	I am indeed encouraged.	
FALSE,"The law in Virginia turns Pap Finn loose to keep his son ignorant and uneducated. Here's what Pap Finn said about Huckleberry learning to read and write""You're educated too they say—can read and write. You think you're better'n your father now don't you because he can't? I'LL take it out of you. Who told you you might meddle with such hifalut'n foolishness hey?—who told you you could? ""	Well no one in Virginia would step in and get Huck to school. That would violate Pap Finn's religious freedom. 	"
FALSE,"dennis B said ...	"""""" The actual law of the land"""" is what the people living there agree it is. """""""". """"""""""	so we are all in agreement	too rich ...	"
FALSE,"Atheists will deny that our unalienable rights are God given but if that assertion is true then there is no sound philosophical footing to claim any unalienable rights at all. The prime purpose of law is to protect an associated right. For example the commandment ""Thou shall commit no murder"" ordains the right to life and ""Thou shall not steal"" asserts the right to property. 	""If the atheistic worldview is correct then the only place """"rights"""" can come then is gratuitously from the state. That would set the stage for tyranny for the state would no longer be just the earthly protector and curator of unalienable rights but would be the divine provider of them. The state would thus have the just power to give or withdraw these rights on a whim and they would because governments are inherently corrupt and have the power of coercion. If unalienable rights can only come from the state then there is no just reason to rebel against tyranny. Unless government has limited authority and jurisdiction under God those unjustly oppressed by the state cannot lament that the state is ruling unjustly. ""	""Atheist will at least affirm that the power to govern comes from the consent of the governed but if individuals didn't have God given unalienable rights to begin with there would be nothing negotiable to concede to the state in order to empower the state to govern. ""	""As a result atheism by virtue of his own theory of origins is hard pressed to prove that unalienable rights exist at all and therefore can only deny them and incorrectly believe they are the exclusive domain of the state. Man is not God. ""	"
FALSE,"true rights are given to men by God and are inalienable because no man has the authority to deny transfer or take away what God has given. 	""The nature of rights is a function of one's own authority not someone else's. Authority to a """"right"""" is exclusively given by God or voluntarily conferred. A person may by choice forfeit or waive an inalienable right but a person can not waive the inalienable rights of another. ""	""Civil governments are granted powers but no inalienable rights. The people can give some of their powers to government but they can never give away their rights. ""	""The only purpose of civil government is to protect the inalienable rights of non-civil institutions and those of the individual. (e.g. right to life liberty and security of the person) However modern law has been perverted and now ignores the distinctions between rights and powers. Civil powers now run roughshod over individual rights by no longer recognizing unalienable rights. ""	""As such laws are in conflict and are being unilaterally balanced by civil authority but true rights cannot be balanced. true rights can never be balanced with or against each other because true rights never actually conflict and therefore do not need to be balanced. true"
FALSE,"To pray or not to pray	""The founders of this country built Canada on the Word of God as can be seen in many examples. The name """"Dominion of Canada"""" the motto of Canada """"He shall have dominion from sea to sea"""" and the phrase on Canada's coat of arms """"A mari usque ad mare"""" (Latin for""	"" From sea to sea"""") are taken from PSALM 72"""
TRUE,"I think that what we're doing is what we should be doing as a school board and that is accommodating students' needs no matter what their religion is said Gerri Gershon a Trustee for Don Valley West where Valley Park Middle School is located. ___ 	""Wrong again Gerri Gershon. What you should be doing is paying attention to the task of educating with no regard at all for religion. It's a PUBLIC school board and there are clear laws regulating your turf. Stop trying to 'accommodate' which I suspect is another word for 'shirking your responsibilities' and 'sneaking prayer through the back door'. ""	"
TRUE,Nobody needs to be practicing religion at a public school. The whole point is to separate education from religion. If you want your kid learning and praying in the same place then send them to a religious school. 	
FALSE,"smarmy bastard 2011/09/19 at 6	""00 PM """"   ok so obviously  there are more free thinkers who would agree with you .... and because there are more than one free thinker(s)  it becomes a group of free thinkers ...who all agree ... hmmm (head hits floor)"""" ___ ""Smarmy	"" now you're just being disagreeable. If many people independently think for themselves without being told what when and how to think it does not follow that they all think the same thing. """"Following"""" is an attribute reserved for religion. ""Me thinks your head may have hit the floor too hard this time."
FALSE,Is it a public school or a madrassa?	I think its a public school.	
TRUE,Nothing wrong with Muslims praying in school.	Just like nothing wrong with Christians or Jews now able to do it.	The rules will apply to everyone.	If Muslims are allowed then all faiths are allowed.	
FALSE,If people are mad at least that shows they take religion and its message seriously...	Such passion should be commended and analysed...	
TRUE,No organized prayers or services anywhere on public school board property - FOR ANYONE.	
FALSE,This is what happens when polite Canadians go to lengths to show they are tolerant. We sacrifice our own beliefs promote others and bit by bit we allow our way of life to be subjugated. We are then given the ultimatum of join us or else... 	
FALSE,"Doesn't this particular accommodation stomp on a couple of human rights? In this PUBLIC institution (and I believe some others too) during class time only one religious group is allowed to use part of the school--it's closed to all others. Discrimination based on religion no? The girls are consigned to the ""back of the bus"" (and others to farther ""back of the bus""). Discrimination based on gender no? Again in a PUBLIC institution. 	""My understanding is that most public schools do accommodate the same religious group but in acceptable ways. To my mind what's happening at Valley Park Middle School is profoundly and distressingly unacceptable in a pluralistic secular society. ""	You don't know what you've got till it's gone.	"
TRUE,Keep church and state separate. Period. Anything else = chaos	
FALSE,"This is going to remain a problem while bigots in Ontario defend one particular religion having 100% publicly-funded schools ignoring the lack of equality. 	""If you want to ban this kind of thing you also have to ban publicly-funded Catholic schools in Ontario the same way they have been banned in recent years in Quebec  and Newfoundland & Labrador. ""	""Christian schools were previously protected in those other provinces and there was no problem in amending the Constitution to remove that protection. ""	It's time to end the bigotry!"
FALSE,#NAME?I often think Christians invented hypocrisy! ________________________Christians may not have invented hypocrisy but they did make it an art form.	
FALSE,"If religious people want to be taken seriously they should be required to 1) produce their god and 2) show that it's capable of carrying out its childish threats if its followers don't do what it supposedly demands. 	""Otherwise keep it to yourself."""
TRUE,If Muslims are required by their religion to pray several (is it 6?) times a day and this space is being allotted so the Muslim youth can practice their religion properly... why is this prayer only being conducted once per week? This timetable would seem in opposition of what their faith demands. I am convinced more satisfaction is gained from the fact that they will be allowed to halfheartedly practice their faith in a public school rather than actually practicing their faith properly an a place of worship. 	And boo hiss on any Canadian institution that would allow discrimination against gender to be practiced on tax-payer funded property.
TRUE,"There's no place for prayer in the public school system. And this from a survivor of 12 years' Catholic school. If you want religion in your school day go to a religious school. Or go to your church / mosque / synagogue after school. 	""Teachers have enough distraction and discord to deal with in their day to day work. They don't need this. Public schools should be administered for the public (that's why they're called """"public"""") not any cultural or religious group. """
FALSE,"I love the posters that always claim religion is the route of all evil violence and strife. Yet socialism/communism are responsible for up to 200 million dead leading up to the 21st century and still counting. 	All the religious wars throughout human history don't even come close to these atheist murderers! 	""The one parameter that all the accusers fail to recognize is that they are all run by Humans. ""	There is something seriously wrong with Homo Sapiens."
TRUE,"Prayer is religious in nature as it is a religious practice (sorry but agnostics and atheists don't prey to a ""God"" or ""Gods"") and religion has no place in the public school system unless your school is faith based and publicly funded. My children all went to Catholic school their entire lives as it's what my husband (who is Catholic) wanted they did have prayer after morning announcements and only took 2 minutes (a total of 5 minutes combined). I have no issue with that as it was a religious based educational institution but if they were in a non-religious publicly funded school I would have a problem with that as the public school system was designed to keep church out of the state and provide a learning environment for everyone whether they believe in some all knowing sky deity or not. Let's keep the two publicly funded systems separate allow prayer in Catholic Evangelical Islamic Jewish etc based public funded schools. But non-religious based public funded schools religion simply does not belong as it's supposed to be available to everyone no matter your faith creed or color."
FALSE,"Hmm my original post didn't get in...	""Seems to be missed in this article the important paragraph about WHY they did it. The students cut class to go to prayer and don't come back? Then suspend them. How would someone who was Hindu or Catholic be treated if they didn't come back in the afternoon? They'd be failed. Pointe finale. ""	""But THAT would mean the School Board would have to treat them the same as the rest of the population and once again we are reading Animal Farm. When are these Board officials going to grow a backbone? Are they afraid of something or someone? This kind of backing away from confrontation has to stop. ""	""If these comments about how females get treated are true the prayer group and School Board members who voted this in should be charged with racism. ""	"
FALSE,There really are only two ways in which the question of religion in school can be resolved. Either NO religion in public schools or separate school boards for everyone and no public schools. In the first option secular education leaves moral instruction to parents and community. In the second theocratic indoctrination and devolving standards of education. 	
TRUE,Religion belongs in the home only. It does not belong at work or at school. Way too many people to cater to. End of story. 	
FALSE,"Markmyword wrote I was predicting this way back. Why the h!""# did we allow a public funded Catholic School Board? 	""thumb me down but................. 1 country 1 population 1 school board. >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> Mike Harris proposed to eliminate the Catholic School Board (The fewer School Boards Act Bill 104 1997) but fell off the wagon! This was like political suicide and that's what its all about! ""	THE VOTE!	As the minority becomes a majority?????????????????????????????"
FALSE,JUst make it a four day school week friday off for muslims saturday off for jews sunday off for christians and 3 days off for atheists.
FALSE,I am confused as to what is causing the conflict at this school. Is it that one group is being allowed time and space to have services and others are being denied? Or is that the other groups oppose anyone have services no matter what faith they belong to? The intolerance in this comment thread is sad to see. And I'm not referring to comments against the Islam service taking place rather the comments labeling anyone who practices a faith as superstitious and implying their faith is no more than a fairy tale. The person who makes such comments has a very narrow definition of religion and their understanding of it is is one of a very fundamental view. As a person of faith I tend to see these attitudes as being no different then the religious fundamentalist who believes his way is the only way and all others are wrong. The argument that religion has caused more harm than good is old and rather tiring. The fact is if religion didn't exist evil still would be here. Those committing crimes and abuses would just be doing it with another reasoning behind it. If some of you believe you are better and more educated than others because you have no need for religion fine but don't judge others for their beliefs. I dare say you could take a lesson from all the world's major religions which is simply the golden rule. Do unto others as you would have done to you. Being an atheist does not excuse you from that one! ;) 	
FALSE,i have read the majority of the liberal give them what they want comments and can see where the silent majority once again has remained silent too long. the lines of serious interfaith breaching are all too clear to this guy. just remember..... as these minorities attain their goals one by one there will be no returning to any long gone status quo. you and your children and their children will be paying for your lack of faith and arrogance. glad i am old and wont live to see the whirlwind. 	
TRUE,All Religion should be banned in Schools or at any public place if you want to practice that nonsense do it on your own time....personally i think Religion is a waste of time and causes more problems than anything else people should just accept the fact you will Die someday and that's it is the end!!! Enjoy your life while your alive and stop worrying about nonsense. 	
FALSE,I used to work in a public high school in Burnaby BC as a youth worker. At this high school was a teacher who was Christian who decided to create a Christian study group for students who wanted to join. Students joined they created a study group and that was it end of story.....why is this an issue at all? Are the Jews Christians or others being prevented from creating their own groups? It doesn't say that they are so why is this a story???? 	
TRUE,Religion has no business in any public schools	
TRUE,"Right on Santron and Aaronbz. I was beginning to think that there were no clear heads (other than mine of course) posting here. And Hannibal you're half right and thank you for a little humour! 	To repeat a fact that everyone seems to be missingthe Musilm prayers are NOT A SCHOOL-WIDE ACTIVITY THAT OTHERS ARE FORCED TO JOIN. It is not costing the public any $$. It's no different than the chess club. ""I am aware of church congregations who use public schools on Sundays. Is that unacceptable also? Who knows maybe some atheists or Jewish students may be in the school at the same time for a drama or music rehearsal. What if they happen to catch a glimpse of the church service? Will their lives be ruined? ""	Why don't we debate how to help the poor and hungry - a cause that really matters. Or about political parties - an issue that will never be resolved. 	"
FALSE,"Moderator I hope you don't think this is too off-topic. I live in a village in Ontario where about 10% of the students in the local Public school are of First Nation origin. One day I took 7 posters to school which would be meaningful to these students in particular but are respectful and positive to all. The posters portrayed the ""Seven Grandfathers"" which are the main values underlying aboriginal beliefs	"" Truth Respect Love Bravery Courage Honesty Wisdom and Humility. The posters had tasteful pictures. I was told these posters were """"too controversial"""" and the principal refused to post them. How ironic that these UNIVERSAL values are forbidden by the public school (presumably because they are associated with First Nations) but Muslim prayer services are endorsed. I don't get it. """
TRUE,"Some really good points have been expressed here. For the record I believe in live and let live. Do what you like (within the law) just don't impose it on anyone else. 	""We've heard about public school space being allotted to accommodate one religion and its demand for a dedicated space. Muslim prayer is strictly segregated. Gender segregation violates our Charter of Rights and Freedoms which under Section 15 prohibits discrimination on the grounds of race; national or ethnic origin; colour; religion; gender; age; and mental or physical disability. Sexual orientation has recently been recognized as a prohibited ground for discrimination under the Charter. ""	""Are gay Muslim students allowed? It's public space and if they aren't why aren't they? Are Christian students interested in learning more about Islam allowed (silently and respectfully of course (with their Bibles as a point of reference?) How about Sikh children? Hindu? Buddhists? Are the doors open to them also to observe Muslim rites taking advantage of publicly funded space? ""	Respect for all religions (the stated mandate)sounds really good if you're a politician.	To what other religions that violate our Charter of Rights does this extend?"
FALSE,Sort of like where numbers warrant when it got started so innocently and look what it has grown to. 	
FALSE,In Virginia do home school families receive a tax exemption for not sending their children to school? 	
FALSE,We are heading down a very slippery road.	
TRUE,"I think students in the public system should leave their various and assorted ""chosen people"" superstitions at the door. 	"
TRUE,"Somehow everyone against this seems to be missing the fact this is only a space where a certain activity is allowed. This has nothing to do with religion unless you count the fact that the people in question are muslim. This is not ""religion in schools"" it is no different than a chess club meeting or basketball practice. Maybe we should ban ALL extra-curricular activities from taking place anywhere on school property. In fact why stop there? we could ban the very thought of anything that is not school-related and sanctioned by the state. Except christmas of course. EVERYONE should be subjected to hideous decorations forced consumerism and annoying music for at least 12 days every december."
FALSE,"WASHINGTON — The United States spends more than other developed nations on its students' education each year with parents and private foundations picking up more of the costs than in the past an international survey released Tuesday found. 	""Despite the spending U.S. students still trail their rivals on international tests.""	The Organization for Economic Cooperation and Development – which groups the world's most developed countries – writes in its annual education report that brand-new and experienced teachers alike in the United States out-earn most of their counterparts around the globe. But U.S. salaries have not risen at the same pace as other nations and the United States is one of the few places where overall education spending has fallen since the economic crisis hit in 2008. 	""The findings part of a 440-page report put the United States' spending on its young people in context. ""	""The United States spent more than $11000 per elementary student in 2010 and more than $12000 per high school student. When researchers factored in the cost for programs after high school education such as college or vocational training the United States spent $15171 on each young person in the system – more than any other nation covered in the report. ""	""That sum was slightly higher than some developed countries and it far surpassed others. Switzerland's total spending per student was $14922 while Mexico averaged $2993 in 2010. The average OECD nation spent $9313 per young person. """
FALSE,"If not today then tomorrow; this is only the beginning of major changes in demographics.	Search YouTube for for these two wordsMuslin Demographics then click the first link with 13 million hits ""Within 25 years; Europe the USA and Canada will all be Muslim Nations.""	""Is that good or bad? Some people will rejoice at the coming changes while others will cringe. Like it or not major changes in demographics are coming soon. """
TRUE,After read this article undoubtedly I oppose the home-schooling intensely. A boy up to 16 who can hardly possess the fundamental kownledge of science geography and math. It is terrible especially in a country like USA with best education and most advanced technology which left the others far behind. Even though C.Powell is pretty responsible for the development of his children but the accountability seems to stand on the surface. The fact is badly apparent i.e when they children grow older they have to spend large amounts of time on remedial course and the extra energy as well. So the exemption is unreasonable. At this pointt I honestly expect the administration take relational measures to restrict the right of exemption for thoses people claim that they own the right of religious exemption . In this way not only the children are truly benefit from the deeds in the future but also the country as well. As to some specific measures the draft specify the local officials should test the children’s ability periodically. If the children could not reach the proper line. The law can dismiss the exemption for this family the children should attend to the public school. The draft of law aims to ensure every child in America accept the similar level education. Those who want their children left behind troops the law should punish them.
TRUE,No prayers in schools! Offend everybody equally!!	They do not belong. Pray on your own time.	
TRUE,"Ohhhh here we go again!!!! Where ever the Muslims go they expect ""special"" treatment. No religion in schools....this is what we've come to. In order to keep everyone satisfied there should be no religion in schools. If parents want their children to have religion they are going to have to teach them at home or in their places of worship. Too bad if the Muslim children don't come back to classes after their prayers. That's their problem not the school's. For goodness sake it's just awful. Time was the school day started with a prayer and yes maybe religion classes but not nowadays..there would be full scale war. If the textbooks contain any reference to God there's trouble and if the teachers happen to make any kind of a reference to God or religion..or the hereafter..or what ever may have any religious connotation the children tell their parents and the parents complain!!!! So there you have it....yet more proof the multiculturalism doesn't work!! Thanks Mr. Trudeau; you've laid the goundwork that's the cause of making life in Canada a living hell...oh heck..was that a religious inference!!!!!! 	"
TRUE,There are many intricate details when making decisions in regards to drawing the line when separation is required. That said should the decision have been made by one person I would understand and cut that person some slack. None of us are perfect. What bothers me here is that this appears to have been a group decision. That is scary for rest of us. Please stop reverse your decision and realize that religion all religions have no use in our education system our government and technically speaking (even those whom are dedicated to their faith) 98% of the hours with a calendar year. Our society just isn't gear for that. Ultimately we as a society lose.
FALSE,School boards are run by the left so no surprise that Islam gets special favor over Christianity and Judaism. 	
TRUE,"This is just silliness.	Fact	"" Muslims pray five times daily in a way which is not practical in a normal classroom setting. ""Fact	"" we make other appropriate accommodations for other faith groups. For example Jehovah's Witnesses commonly do not participate in the national anthem because they only recognize the Kingdom of God. ""Both are reasonable accommodations. They do not impose significantly on the other traditions. I see no issue here. Nobody is being influenced here - Muslim students are simply being given a place to pray. I'm good with that. 	"
TRUE,What about the minority of students who are not Muslim and are barred from using the cafeteria during the prayers? By allowing this prayer session in the school the TDSB is allowing discrimination and segregation. Non-Muslims are not permitted to participate and female students are required to stay behind the male students. Those who decided that allowing this to take place in a public school (apparently three years ago) should no longer have jobs. 	
TRUE,There should NOT be any praying in school. Praying is a home thing or a church temple synagogue or what have you exercise. 	Prayer is not for public consumption.	Our esteemed government should also change the words of the national anthem to eliminate the sentence that is a prayer. 	Canada is a secular nation. Let's keep it that way.	
FALSE,"it's my turn2011/09/18 at 4	18 PM ET wrote""I said inferior. Being a very proud atheist I've no time for foolish followings of beliefs that perpatrate wars belittle and repress women and terrorize people. Yes inferior is what I said. Foolish are those who go to battle over believing in stories conceived back when people wondered where the sun dissappeared at night and the world was flat. That is inferior and foolish. To believe in one's self and hold morals of treating your fellow brothers and sisters is superior to all mankind not just groups of foolish individules believing their religion is better than another's religion. """
FALSE,What a sickening example of a double standard. Apply the same rules to all or to none.	
FALSE,multi-culturalism and political correctness has made Canada dysfunctional	
FALSE,Well the world needs ditch diggers too.	
TRUE,"It is racist and bigoted in the extreme to refer to any religious belief system as ""inferior"". By whose comparison? Many likely refer to yours using the same word. 	The issue here is the same rules for everyoneNO EXCEPTIONS. Some are not permitted to talk about Christmas. Others who want prayer services need to make their own arrangements off school (read"
TRUE,Pray at home. School is a place of learning.	
TRUE,The school board's decision is having the exact opposite effect of what they intended..This political correctness is making people less tolerant creating hard feelings and driving an even bigger wedge between people..Thousands of different religions in this world but everyone seems to think that their religion is the only one that counts... Religion is basically a gang mentality where people feel they need to belong to a group...Get it out of public schools 	
