64,"Covid medicine/vaccine....onion, garlic, ginger, honey...drink it...taken orally...twice a day...1 in the morning and 1 in the evening....immune system alright...nuh mean seh u fi go try get sick...lol I did...3 times....it does work."
65,So we giving in and getting the vaccine I see ?? 
66,"UK media getting very excited about roll out of Moderna Vaccine today, April 7.  No mention that the “slow and cumbersome” EU regulator approved it on Jan 6, or the “incompetent” EU contracts ensured deliveries and use from Jan 12.....1/2"
67,"""I want to start by stating that our safety committee the pharmacovigilance risk assessment committee of the European Medicines Agency has confirmed that the benefits of the AstraZeneca vaccine in preventing #COVID19 overall outweigh the risks of side effects”, says Emer Cooke."
68,"@HuXijin_GT Don't worry Father of Covid19, India will take care of the Whole World , we will supply Vaccine not Virus like U . https://t.co/Y7bOLMbFhl"
69,How to get the vaccine to remote places. https://t.co/CDDSRWsdzp
70,Montana Governor Test Positive for COVID-19 Four Days After Taking Vaccine https://t.co/k3gZzDhlGN via @gatewaypundit
71,"#GujaratCoronaUpdate
#COVID19Dashboard
3575 New cases
2217 Discharged
22 Deaths reported
18684 Active Cases,175 on ventilator
71,86,613 People recieved 1st dose, 
8,74,677 Got 2nd dose of Covid Vaccine
1,48,111 people above 60 and 45-60 got first dose, 20,656 got 2nd dose today https://t.co/aORNPqkceA"
72,BREAKING - Drug regulator of the European Union finds link between #AstraZeneca vaccine and blood clots (Reuters)
73,"@ClodaghSnarks @jjsalmo @katebevan For the under 30s. I can’t believe you waited three weeks to try and claim this as a Pyrrhic victory  Rejoin?  
Didn’t micron take the AZ vaccine? The constant hold up has lead to additional deaths in Europe. But as long as you find that funny  Rejoin "
74,"Everyone is talking about the vaccine, masks, social distancing etc, but no one is talking about vitamin d deficiency, zinc, ivermectin, staying fit, reducing obesity or anything else that would improve your chances of recovering from COVID outside of those things. It’s so odd."
75,Study finds Coronavirus vaccine 50% more effective if selfie is posted on social media after receiving dose
76,"We all know who started that narrative of the chip being in the vaccine. And WHY. 

Same people that coined the term ""conspiracy theorist"" to make critical thinkers look crazy.

The CHIP comes AFTER vaccine passports, when people start forging them.

But go off sis."
77,"By April beginning 32% in USA &amp; 47% in UK got the first dose of the vaccine. 
India was limping at a niggardly 5.2%.
While PM focuses on sermonising, BJP government must be made to discharge it’s responsibility to vaccinate all adults on a war footing. https://t.co/xrump4RRZ5"
78,"With the vaccine being rolled out to all those above 45 years of age, we are now surfacing 8,600+ Vaccination centres across 1,500+ cities.

#GetTheFacts and know more  https://t.co/fJBRdZwDvy. https://t.co/JPgwq3KspR"
79,@HILITINGHOCKEY How exactly are we simultaneously at the back of the line and hoarding vaccine preorders?
80,The absolute absurdity of desperately trying to tie vaccines to Brexit reaches its apotheosis with the U.K. now adopting a more cautious approach to AZ (the vaccine they wanted to adorn with an actual union flag!) than the EU. https://t.co/GHuDjhMane
81,"Why is #DougFord so clearly unable to manage the flood of #Vaccines the feds are supplying to Ontario? 
Isn't his team ready for the pandemic?

#CheckTheFreezerDoug  #COVID19Vaccines 
 https://t.co/2EE4wf0H97"
82,@CBCNews Fuck off with that...just get us the vaccine for now.
83,"The Indian Medical Association urging the government to allow all citizens to receive the vaccine, the BJP government chooses to put people’s lives in danger. 
#VaccinateEveryIndian https://t.co/o4Wuwcu42B"
84,"@Snusketeer @AFP Wait. You’re using U.K. and the EU saying the vaccine is safe as evidence they were right to stop it 

Hmm that’s some funky logic you have going on there"
85,@cccofmn What vaccine is being today (and will you know what it will be tomorrow?)
86,@Soundbuy @jessphillips So what was different about the vaccine trials?
87,"@healdsgreen No, but you have to weigh up which risk is worse to you, COVID or the vaccine etc.  It’s a fine line to walk. I think stopping for under 30s was probably best decision to ensure younger uptake even tho the risk is so minimal"
88,"The European Medicines Agency says blood clots seem to be a very rare side effect of the AstraZeneca vaccine, and not a coincidence. However, incidence is still quite low — and cases of Covid-19, which also causes death, are much higher. https://t.co/YEoYRuBbGe @newrepublic https://t.co/ulEKsu1kqq"
89,"While the Govt  was quick to slap price controls on the vaccine  &amp; also become the company’s sole distributor.

Typical command &amp; control babudom with no responsibility but grab all power. https://t.co/CbQVjMVJFO"
90,ORDINARY PEOPLE HAVE ONE SIGNIFICANT POWER LEFT- BOYCOTT. Vaccine passports are tyrannical. So the logical response is to boycott business that demand them. Various people have suggested this here. I lend this account to the same proposition. #SayNO #BoycottVaccinePassportTyranny
91,"Taking an Aspirin is 50 times more likely to kill you than getting a shot of the AstraZeneca vaccine.
But humans are not wired to understand risk correctly."
92,All those internet conspiracies are right. If you get the vaccine Bill Gates will be able to track you.  https://t.co/fFl9h9SjCg
93,BREAKING - Drug regulator of the European Union finds link between #AstraZeneca vaccine and blood clots (Reuters)
94,BREAKING: Allegations today indicate that the so-called Coronavirus vaccine program is all part of a secret plan to prevent people from getting sick.
95,"Hey hey! If you're having trouble finding a #COVIDvaccine in Mass, follow @vaccinetime. It's a [good] bot that tells you when vaccine spots are available. @assoumou_MD @BhadeliaMD @The_BMC"
96,"As of 8:00 p.m. yesterday, 2,726,221 doses of the COVID-19 vaccine have been administered.
 
Today’s numbers will be available at 10:30 a.m. at https://t.co/ypmgZbVRvn."
97,Thanks to my stepsister @JuziDarden for getting me an even better vaccine appointment!!!!! :o
98,COVID-19 vaccine clinic in Seneca County has openings https://t.co/fLVx1ZvbYg
99,"Under 30s should be offered an alternative coronavirus vaccine to the Oxford/AstraZeneca when an alternative is available, Professor Wei Shen Lim, COVID-19 Chair for JCVI, has said. https://t.co/JIOTS7FhOo"
100,@SenatorTimScott @MLB I just got my second COVID vaccine at a community center in Hartford.  Guess what - photo I’d required.  Hundreds of people - didn’t seem to be a single person that had an issue with that.
101,"So, out of 20 *MILLION* people who’ve had the vaccine, there has been 79 cases of blood clots. 

79 out of 20 MILLION. 
In other words, a 0.0003% chance of a blood clot. 

It’s important to keep things into perspective."
102,Guys help I got the Pfizer vaccine and now my dick won’t stop growing
103,"Did you hear? The UK has launched its biggest mass-vaccination program and ACF Technologies aims to support them with technology capable of scheduling millions per week! Learn more in our press release:
https://t.co/gGJwemUZy5
#COVID19 #Vaccine https://t.co/xgwdY9RhYh"
104,"While Rahul Gandhi spreads propaganda and media plays Nero’s Guest.. here is what vaccine prioritization works 

https://t.co/e7GGjTKqoW https://t.co/p2cRvqZ46x"
105,@KateAndrs Frequent use of paracetamol and ibuprofen is more dangerous than the AZ Covid-19 vaccine.
106,"About a week ago the black woman bagging my groceries, asked how I was doing. I said I just got my first vaccine shot and she said she wasn`t sure about getting it. I said my son worked for the CDC and it would save her life. Today she told me, she got her first shot."
107,"@ABakiera @ItzBenJii11 @BBCBreaking I was young &amp; 100% healthy when I caught a virus in '02.  'Health' can vanish  in an eye's blink as I found out. Nothing I could have done to prevent it, but if there had been a vaccine &amp; I'd known what that  virus would do to me, I'd have jumped at it. I'l never be well again."
108,"@rupasubramanya Let’s just assume, we were being misled on the vaccine stockpiles too, because the it’s difficult to believe the govt didn’t know how many doses we need. 
Today many states seem to have just a day or two worth of vaccine stock."
109,"around 50,000 teachers in Alberta and 400,000 vaccine doses in the freezer. Maybe a blue-ribbon panel to solve this incredibly difficult problem."
110,I just got my COVID vaccine I’m so happy to not die of plague I was quite worried as constitution is my dump stat
111,"There were 169 case of CVST and 53 of splanchnic vein thrombosis reported in 34 million people who received the vaccine in the UK and EEA.
They were largely in women under 60, but this may be because more people in that group were receiving the vaccine, EMA said."
112,"AstraZeneca's Covid-19 vaccine is possibly linked to rare blood clots, according to the European Medicines Agency https://t.co/JjfyoKk7sK https://t.co/O3YgJkBqiv"
113,"Moderna COVID-19 vaccine lasts at least 6 months, study findsI mean really, are we all a bunch of guinea pigs? I’m beginning to think these so called disease specialists have no idea what works or doesn’t works

https://t.co/PJ1YrBQdqv"
114,"So, kind of like.... a vaccine passport? https://t.co/e5wpJVuBxo"
115,Important point being hammered by the MHRA here - Covid-19 is far more likely to cause blood clots than the AZ vaccine
116,"What’s today’s big news – that the AstraZeneca COVID vaccine is still highly safe? We knew that. Or the latest value of the magnetic moment of the #muon, which could hint at new physics? We don’t know that, but we will in about half an hour #gminus2"
117,"@Mariann74754415 @DonaldWelsh16 what i don't understand is what they would really be getting out of it. so much less risky to do like the romans: ""give them bread and circuses"" has so much less risks. the end risks of people rejecting vaccines en masse due to a bad experimental vaccine are so much higher"
118,When I got the vaccine they asked me how I was feeling and I said I feel kind of updog and they put the syringe back in and took the vaccine out of me
119,"Sleeves up! @FLSERT, @HealthyFla and the CDR Vaccine Team are rolling up to a city near you! 
#COVID19Vaccine offered: Johnson &amp; Johnson
No appointments necessary
Vaccinating all #Florida residents 18+
Meet us there! https://t.co/ufLWKHrRRW"
120,BREAKING: The European Union's drug regulator says it has found a “possible link” between the AstraZeneca coronavirus vaccine and a rare clotting disorder but said that the benefits of the shot still outweigh risks. https://t.co/E4ShuGTqzH
121,Tomorrow I get the J&amp;J vaccine. #vaccinate https://t.co/fs6sItwIfk
122,"""Which vaccine did you get"" is the new office convo."
123,"@BenKentish @LBC I had my first AZ jab, alas Pfizer is 100% effective against the S Africa variant that's spreading across Europe &amp; is on the rise in the UK, while Astrazeneca's vaccine is only 10% effective. 18 million+ have had the Astrazeneca jab in the UK: what about the implications of that?"
124,It is April 7- all North Carolinians 16 and older are now eligible for a COVID-19 vaccine
125,drinking until i destroy my body enough to qualify for the vaccine
126,"Maharashtra Govt shouldn't play politics over vaccination. Total number of COVID vaccine supplied to State till date is 1,06,19,190; consumption is 90,53,523(of which 6% wastage-over 5L) 7,43,280 vaccines in pipeline. Nearly 23 lakhs dosage available: Union Min Prakash Javadekar"
127,"Changed my vaccine appt to today.
Gotta get that jab. Now in Brooklyn. I really wanted to see Pelham. Oh well..."
128,"@OutlandishMatt Passport serves all of the rolls of a driver's license plus passport things. You may still need a visa or vaccine records depending on the country, and a driver's license is still necessary if you want to rent a car"
129,"Today, I took my 2nd and final dose of the COVID-19 vaccine #CovishieldVaccine by Serum Institute of India @SerumInstIndia. Kudus to all our doctors, scientists &amp; frontline workers who worked together to fight against COVID-19. Let’s make India COVID-19 free. #staysafe #WearAMask https://t.co/Bo88iWRBHy"
130,Just got that Johnson and Johnson vaccine if I turn into a zombie I'm bitin all you mafuckas 
131,"What is the incentive to take any vaccine if we can’t get back to leading a normal life?
Why are government officials still collecting a full salary while many are unemployed and facing hardships due to these continuous lockdowns? https://t.co/P4F2H1yTLf"
132,READ MORE HERE: https://t.co/m7YhiylDYs https://t.co/9BpyexdozE
133,"@stvyellowstone @AndrewRising4 @2LarryJohnson7 According to who? 

The variants are all still similar enough genetically that antibodies from whatever variant your vaccine was based upon will still be effective. That's why these are called variants, not strains, or species."
134,The Truth About 'Vaccine Passports' https://t.co/64dzrz40qH
135,"@TuckerCarlson look at what @US_FDA is ignoring!

According to J&amp;J's COVID-19 vaccine data presented to FDA, natural Immunity against COVID-19 is as protective, if not more so, than vaccine immunity.

@DrWoodcockFDA I know you see the problem. Fix it!

https://t.co/QFftCcMibG"
136,The vaccine is not mandatory. Why are perfectly healthy people signing up to take it?
137,When I got the vaccine they asked me how I was feeling and I said I feel kind of updog and they put the syringe back in and took the vaccine out of me
138,If China can build a hospital in few day. Why they can’t manage the return of intl students. If China can give millions of vaccine to other countries. Why can’t vaccinate these few thousands students if China can allow businessmen. Y can’t allow intl students #TakeUsBackToChina
139,My second vaccine shot!!  Grateful to all doctors...nurses...paramedics....veterans and volunteers who are vaccinating America! Over 4 million now daily thanks to @WhiteHouse leadership! Still I will wear a mask &amp; social distance until we are all safe...We can do it people!  https://t.co/itdwQQZnE2
140," BREAKING: UK vaccine regulator data shows over one in a million chance of dying from blood clot after AZ vaccine

CONTEXT: Chance of being struck by lightening - 1 in 500,000"
141,"Why Different Vaccine’s Efficacy Cannot be Compared Against Each Other?

They have different:
Mechanisms of action, levels of data published

Were tested in different:
Countries, times, prevalence of variants

ABOVE ALL, no head to head trials

So. Take whichever is available https://t.co/9XgOY1qI3q"
142,"Who, amongst our politicians, is this post COVID_19 vaccine?

... https://t.co/JS9XpNw4Cq"
143,It is April 7- all North Carolinians 16 and older are now eligible for a COVID-19 vaccine
144,"Covid cases increasing
Covid vaccine supplies available

Demand exists but supplies controlled by GoI. 

Shouldn’t Hon. Health Minister reconsider stance of not making vaccines easily available to citizens? https://t.co/mPTIhWjr0M"
145,"Read Donald Lee @ATD4thWorld @ATDIntPresident's message on #WHD2021! ""Beyond shameful inequalities in vaccine availability, we must start now to address more fundamental health &amp; social #inequalities that plague our societies."" https://t.co/dlb0eK9Hnm #HealthEquity #SocialRights https://t.co/GgaW025yHX"
146,"While California was initially slow with vaccine distribution today the state has administered over 20,000,000 doses exceeding France and Germany. A coordinated effort involving a complex operation and a lot of supplies is finding success. We’re near the end of this chapter."
147,"India has surpassed both US and Brazil to bag the number one position with regard to highest new cases, daily. One in seven new cases across the world is that of an Indian.

Despite this fact Modi govt isn't making vaccine available to everyone, Why?

#VaccinateEveryIndian https://t.co/KLdlcU6f5H"
148,"4/
and look what I found on that website (see link in tweet 3/)
- under: Planning guidance for administration of COVID-19 vaccine https://t.co/8c5npjacTx"
149,@nicole_in_AB Their predictions don’t mean shit. They change them no matter what. It’s all about mass immunization with a vaccine that’s questionable at best for a virus that kills elderly and sick people.
150,"Just in.
https://t.co/68paGMMWBA"
151,"Healthy young people in no need of coerced medical treatment told to get the mRNA injection. Hmmm?
https://t.co/cD4TWmahoR"
152,The Only Person I Trust To Give Me My Vaccine https://t.co/8AuH2T9bQq
153,The vaccine is our ticket back to the things we love. The best one to get is the very first one that’s available to you. #RollUpYourSleevesMN https://t.co/fRobVPb5bR
154,"The concept of a vaccine passport is an abomination. No advocate for liberal democracy should support it.

My first piece for the @brussels_report.
https://t.co/k3JbEFoQpq"
155,"People will be like “I’m not getting the vaccine, who knows what’s in it” and then eat hot dogs"
156,@TheLocalSwitz All about trusting a vaccine created in months.
157,"@AurelianoStingi 77% of all covid-19 deaths in the UK were 85 years or older, nearly all had serious underlying health issues and quite frankly a very limited life expentancy.

Weighing up to young healthy people dying from a vaccine should NEVER equate to beneficial!"
158,"@ithinkofdevilz You like when a doctor comes in, lifts up your shoulder sleeve and shoves his big long hard needle and injects you with his vaccine that prevents you from catching a fatal virus, huh? https://t.co/7Ex8gSIiw1"
159,"Trump’s vaccine.

Trump’s wall.

Biden’s dementia.

That’s what we got so far..."
160,"Vaccine appointments available at Walgreens Saint Louis on Apr 9. Sign up here, zip code 63129:
https://t.co/z7hLZHrEAo (as of 9:57)"
161,Is it still the Oxford vaccine or is it the AstraZeneca vaccine now?
162,"I won't be complying with vaccine/health passports and I urge everyone else to boycott this. Its disgusting how people are treated in Israel. This should not be repeated in the UK. It has a 1930s feel to it. 

#NoVaccinePassports 
#NoVaccinePassports https://t.co/owFNNy4xNd"
163,"AstraZeneca's coronavirus vaccine plausibly linked to rare brain clots, European regulators say https://t.co/sqMfT8p7Ms"
164,@claire_foss @ThatRyanChap @TheGazmanRants Partly what is your risk of getting Covid-19 while waiting to get a different opinion.   Also remember most other vaccine don't have the same level of large scale usage to detect uncommon risks.
165,"Trump’s vaccine.

Trump’s wall.

Biden’s dementia.

That’s what we got so far..."
166,@AHS_media Yay...can’t wait for my vaccine https://t.co/fxFHqkgYxG
167,BREAKING: The Oxford/AstraZeneca vaccine will no longer be offered to 18 to 29-year-olds in the UK following reports of rare blood clots in adults https://t.co/816s6tDOeO
168,"Prioritizing education workers to receive a COVID vaccine now, along w/ other essential workers, will provide certainty for Ontario parents. The back &amp; forth pivots from in-person to virtual learning can stop if ed workers have the vaccine.  @ETFOeducators #onted"
169,Maine gets $18M from feds to address racial vaccine disparities https://t.co/WK6jW1UbTq
170,The Only Person I Trust To Give Me My Vaccine https://t.co/8AuH2T9bQq
171,"your immune system.

your immune system after the first vaccine dose.

your immune system after the second dose.

your immune system when covid shows up. https://t.co/dmrEiY3g9A"
172,"AstraZeneca vaccine: MHRA issue new guidance with 18-29 year olds no longer being offered jab

https://t.co/lMeavtMyni"
173,"What’s the brouhaha over vaccine passports?

We’ve used them for decades to prevent infectious disease - it isn’t an assault on your freedom.

Vaccination proof, accredited internationally, is required to travel to many countries for: Yellow Fever, Polio, Meningitis, &amp; COVID19"
174,"According to today's data from the #CDC we only know the race of 57.4 % of the more than 36 million  people that are fully vaccinated. With limited data, it is clear white people are getting vaccinate at a disproportionate rate. Read my thoughts here. https://t.co/bAATfDTr3w"
175,"@GabbbarSingh @heart2eyed I believe Covaxin is the BJP vaccine, but Covidshield isn't, could have taken that naa?"
176,"As some people know, I've spent the last few months getting vaccine appointments for LA people and I figured it's a good time to share what I've learned and try to demystify this needlessly complicated process so that we can all get as many people vaccinated as possible. (thread)"
177,"The public are against vaccine passports.
Industry is against vaccine passports.

There is literally no one except a handful of notable fascists calling for this.

So one must ask, where is the apparent “political pressure” coming from? Who is our government really answerable to?"
178,"While Rahul Gandhi spreads propaganda and media plays Nero’s Guest.. here is what vaccine prioritization works 

https://t.co/e7GGjTKqoW https://t.co/p2cRvqZ46x"
179,The vaccine is not mandatory. Why are perfectly healthy people signing up to take it?
180,"Learn more in a recent gasworld article about how Cold Jet continues to support the distribution of COVID-19 vaccines.

Read more: https://t.co/AlBclg2pbm"
181,"Van Tam taking questions from the media...
Several questions about vaccine confidence.

Of course that’s important, very.... but you can’t help but think the media want a catastrophe to occur for the vaccine rollout.

What better stick to bash AstraZeneca."
182,When I got the vaccine they asked me how I was feeling and I said I feel kind of updog and they put the syringe back in and took the vaccine out of me
