INDEX,TWEET
23282,JUST IN: The Asian Infrastructure Investment Bank launched today its first vaccine financing under COVID-19 Crisis Recovery Facility to respond to its membersâ urgent needs for access to vaccines. It approved a $300-M loan to support PH in the rapid procurement of COVID-19 jabs. https://t.co/UVy2oMe6h0
23283,I got the vaccine and I feel like I have Covid again wahoooo !
23287,"Biden doubles vaccine goal, calls for filibuster reform during first press conference - The Wall Street Journal https://t.co/mH5TWhHNKS"
23291,Vaccine passports...similar to ID cards?......Civil Liberties issue?
23293,@KHandozo Here's the [paywalled] details on Pfizer studying children 6mo to 11 years old. Likely won't be approved til the end of the year. https://t.co/crn5oVNAyT
23294,@chris_notcapn Got my 2nd Moderna vaccine on 3/8 at the VA! https://t.co/KFGpl8pAnf
23295,"If you're having trouble finding a COVID-19 vaccine appointment, the Wisconsin Center in Milwaukee is open to everyone in the state who is eligible: https://t.co/eCHGGW3Jj2"
23297,"""KHARTOUM, March 24 (Reuters) - Sudan will receive its first shipment of 250,000 doses of the Chinese Sinopharm COVID-19 vaccine on Friday, state news agency SUNA said on Wednesday.""

https://t.co/HuQ1I8u6Fp"
23298,@ddofinternet off topic but does everyone know that one mf thats likeâiâm not getting the vaccine because theyâre going to microchip meâlike bro u really think ur worthy of getting microchipped? u think they wanna know that u and ur cheeto crust hand have been up ur booth hole fishing for gold
23303,If you believe a Vaccine is going to speed up the process then you have another thing coming. This will be a drawn out smoke screen for as long as the transition takes.
23304,"âMy name is Bertha Tamayo. I received my vaccine because: I am a nurse and I know the benefits of the vaccine.â 

#CovidVaccine #DreamBigNV #RafaelRiveraCC #MaskUpNV https://t.co/JwYoq4VfkO"
23305,"@kayleighmcenany Seems like Trump wanted nothing to do with Covid. He can take credit for the 500,000 dead if he wants credit.  Any president would have jump started a vaccine program. Biotech would have done it regardless."
23306,"@EU__Luis @Cpcm66 @JDMOUDJ @DarrenEuronews Mind you, it apparently exported enough of one component, only available in UK ATM, to make 100m doses of vaccine in Q1.

Nanoparticle lipids from Croda in Yorkshire."
23307,Safe   Free   Easy #IGotTheShotNYC             Thank you #NYC for #COVID19 vaccine #VaccinesSaveLives   #VaccinesWork                         I took the vaccine to protect myself &amp; others &amp; I will continue to wear a mask as advised by â¦@WHOâ© â¦#OnlyTogether https://t.co/0vdiUU68fa
23317,A #vaccine story https://t.co/gqWY5mR0Et
23318,"""Those who cannot remember the past are condemned to repeat it"". 

Masks, lanyards, ""vaccine"" stickers and certificates - all the new Yellow Star. 

How bad does this have to get before YOU do something? https://t.co/4M8ljX1Zum"
23319,"And whether it was Trump's paranoia or disdain of Fauci dramatically playing it out on TV every night, it was the right choice. Baffling monoclonal treatment was stifled when it could've reduced hospitalizations and deaths as it has since its approval post-vaccine EUA approval."
23321,"my IBS has been upgraded to IBD, so thatâs fun but the other option was very scary so iâm personally happy with the answer. i also got on an antidepressant again (yay lol but this is honestly good!) and i go Monday for my first dose of vaccine."
23322,"âBy wearing the mask and washing your hands often, you protect yourself,â says Helen Christopoulous, 78. She has received her first COVID-19 vaccine. âI think people should be doing that.â #shotofhope https://t.co/PglHveE14M"
23323,"Updates. Stories. Resources. 

Visit https://t.co/aQCw6Jtp6s for all you need to know about faith and the #COVID vaccine, a joint project by @IFYC and @RNS. https://t.co/g2rQbHGeA8"
23324,"More accurately - 

â21m doses of Covid vaccine have been exported to the UK from suppliers based in the blocâs member statesâ 

Do better @guardian https://t.co/1YBgHQJHhx"
23325,@maddensolosps4 @nypost So basically theyâre saying get the vaccine so you donât get corona but wear a mask after the vaccine so you donât get corona...Even after you had CORONA and the Vaccine! How  would that sell people to take the vaccine? THEATER
23328,@rayvonce_ My vaccine has had me tired all day today
23329,Itâs nice that NYC is now letting Broadway actors get the vaccine but family members of healthcare workers like me are still waiting and we are exposed every day as our partners are treating active covid patients. We have been sitting ducks the whole time. @NYGovCuomo @NYCMayor
23330,Hi friends please get ur vaccine when itâs available to you :-) https://t.co/kLpMs8UakV
23332,@PolEconD @SpaJw @dijdowell Canât read this article ... but I know that every government is being provided the vaccine at cost while the pandemic lasts. The only profits for AZ would be if they can sell to the rich world after the pandemic ends. So they are much more likely to lose money in this project.
23336,"3/3  including $32 million to 14 across Hawaiâi. Detailed information on funding with a state-by-state breakdown and list of health centers https://t.co/vUTdkX8KaG
https://t.co/lqF0UXI7HD"
23337,I should've been in group one with the nursing homes residents for the vaccine rollout as I used to torment landlords for a living.
23342,"The EU have sent 21 million doses of vaccine to the UK and many more millions to other non- EU countries.
The UK have sent no doses of vaccine to the EU.
Not that you would know this from the UK Government or the UK press."
23343,"@drdrew WHY SHOULD I TAKE A VACCINE THAT IS CURRENTLY IN CLINICAL TRIAL, AND NOT FDA APPROVED? THAT WILL BE A FUCK NO FOR ME DR. ELITE, NOT PLAYING YOUR POPULATION CONTROL GAME."
23347,@richardzussman tl;dr: I think some people who are convinced they had COVID will insist they are immune and should therefore not have to get the vaccine or that they should get an immunity passport automatically. Hopefully antibody testing or similar will sort this out.
23348,I wonder does the universe just know I'm a stoner lol. I Just noticed when my second vaccine appointment was  https://t.co/SRG9yHaamC
23350,Montgomery County will have a new mass vaccination site to distribute large quantities of COVID-19 vaccinations at the Germantown campus of Montgomery College starting the week of April 5. For more information https://t.co/nGLT0tRKaa https://t.co/855UCksr9K
23354,"@AlexRuebben Direct exposure to the virus generates a specific immune response against that kind of virus. So, if you have developed an immune response through infection,there is no need of any vaccine ( whatsoever ) to further protect yourself...you are already protected! :)))"
23360,@yngjcb W!!!! However I urge you to read this article.  https://t.co/h7pteyP39m.
23361,There's a man in this video talking about how he's had the two doses of vaccine but is afraid of someone who hasn't had it giving him covid-19. What's the point in getting the vaccine if you're still going to be terrified of people who haven't had it? https://t.co/w118kXx9Jf
23362,@aliyuabdul11 @wFalabede That 0.002% of people who took the vaccine and develop blood cloth never meant the vaccine is ineffective and not safe.
23364,"In case anyone has doubts about the effectiveness of vaccine. The real #gocoronago 

Vaccines prevent serious illness and deaths, slows down transmission to the point the virus dies out naturally without a host to propagate further. https://t.co/oN2piBq0SD"
23367,Got my first COVID-19 vaccine on Tuesday. All good so far 
23371,"On April 1st we will be hosting an empowerment session with Higher Ground Boston where we will discuss what the COVID vaccine is, its benefits, and answer questions about it! Register here: https://t.co/kjnHy1uLTT
#vaccineFAQ #empowerment #community #COVID19 https://t.co/hbVQcQNb8L"
23373,"@POTUS Letâs go boys, letâs get our lives back. When will the vaccine be available to minors? Or young adults https://t.co/71WE6WNBX8"
23377,@NuttyBlueRice No dude. Biden inherited the Vaccine progress.
23378,"Today I volunteered at the vaccine location and got vaccinated. Iâll tell you what, it was SO MUCH FUN. Go volunteer friends. Help out and have a good time! Thanks for coming to my TedTalk"
23381,"@MrRoberts84 Yes temporary, until the vaccine rollout works so we can get back to normal. I'm looking forward it.

I'm no sheep. I have a brain and can see that the restrictions are there to protect public health. You really don't get it do you?

I need my head shaking? No thanks."
23382,Coronavirus: EU says AstraZeneca must âcatch upâ on vaccineÂ deliveries https://t.co/DfPH04ZVmW
23388,Curbs by worldâs biggest vaccine exporter to hit poorest nations - Bloomberg https://t.co/6iaMbvs5zv
23389,@JackUTD2002 @2015Jmr @PoliticsForAlI @DailyMailUK How is it discriminatory  a form of documentation that youâve had the vaccine is necessary
23391,"I got the 2nd dose of the vaccine yesterday, &amp; idk if it's bc of that or if it's mental illness as usual, but holy shit the exhaustion &amp; brain fog today is BAD. Got in my car after the store and stared into space for 10 minutes cause I couldn't figure out what I had to do next"
23392,Floridians 18+ will be able to receive COVID-19 vaccine beginning April 5 - WPLG Local 10 https://t.co/chWa0OAdBo https://t.co/L8ACl143Rj
23393,is feeling horny a side effect of the vaccine?
23396,Dr. B is building a free nationwide COVID-19 #vaccine standby list that will notify you when unclaimed doses become available in your neighborhood. Sign up at https://t.co/OqgnQDxmWs and spread the word.
23398,"@clarke_clarkej8 @billtson1969 @vonderleyen Production of Novavax already started in the UK. 

https://t.co/tt549NoCM8"
23401,"@kayleighmcenany Obama administration put money into researching mRNA as a way to develop  new vaccines which how the previous administration got the Covid vaccine in a short period of time. Investing in the future, not short term profits"
23403,"Residents form line outside Cornerstone Baptist Church in Arlington, TX. Local firefighters are issuing vaccine from community sites and to the homebound. https://t.co/wMOZUlvWNY"
23404,"What is the point of vaccine passports? - spiked

Excellent article by @BareReality 
 https://t.co/G7ijuujAVz"
23405,"@bbc5live today I virtually attended a BMJ conference on vaccines, the virus, variants and risks today. Think its important to share results which show all new Covid19 infections in UK are variants now, with 3 x faster spread and no firm knowledge of vaccine efficacy against them https://t.co/7mdjGOUVHg"
23407,"Exclusive: Another $282M in no-bid pandemic contracts to major Newsom donor UnitedHealth 

Over $200M for vaccine delivery

And a $68M extension for testing

In December, UnitedHealth contributed $131k to Newsom's reelection and ballot measure campaigns

https://t.co/cco11Fdogw"
23411,ON MY WAY TO GET THE FIRST DOSE OF THE VACCINE FREEDOM IS NEAR https://t.co/Act6DLNofz
23412,@yutalisa Omg just make sure you have paracetamol with you for the 2 days after you get the vaccine 
23414,"Why can teens aged 16, 17 get the Pfizer vaccine but not Moderna or Johnson &amp; Johnson? https://t.co/xLTBYQpQvr"
23415,@sirtommyguns @ecjaxson I'm close enough to states that are giving the vaccine to anyone 16 and older that it might be worth the drive
23419,"#AstraZeneca on Wednesday released an updated estimate showing a slight dip in the efficacy of its COVID-19 #vaccine, days after American officials accused the drugmaker of using âoutdated informationâ in a prior report.

https://t.co/G95mvuRcL3"
23421,A virologist who spoke with @EpochTimes believes that the poor quality of the Chinese-made #Vaccines for #COVID19 and the increasing threat posed by the #CCPVirus mutations are causing infections. https://t.co/Jx0AB3Tg9x
23422,"@Quea_Ali @cathmckenna @erinotoole Did you notice the language change, climate action.  It's all branding.   Remember that in Canada conservatives are just progressives who do the speed limit.  The libs changed the limit.

Cons would be wise to steal the language to 'vaccine action (or inaction)'."
23425,"@TiimberWolf @RLaureen1 Even small towns in upstate are getting vaccines. Thatâs preposterous. No one in this country should have to drive 433 mls 4 a vaccine. We drove 12 minutes, would have driven up to 2 hours. Thankfully OH had a pretty decent roll out. If trump was in charge weâd still be waiting."
23426,"Our care home workers are under attack. First they came for the care workers, then they came for the nurses, police and firefighters... then you &amp; me.
Please help by sending this letter to care home managers near you.

https://t.co/u4WQnzfb5E
#carehome #vaccine #carehomeworkers https://t.co/2Oj1tyRg7g"
23428,"@SarahbaxterSTM You did, and I remember thinking that sounded too ambitious but frankly, with his impressive Covid/vaccine results, topped by todayâs presser; I think you may be right!"
23429,Do I need to prepare for a COVID-19 vaccine? https://t.co/kfn9GN9Wtl
23430,"@andrew_lilico I don't understand why we'd need them after the vaccine programme is done. If we had them in place before the programme ends to get businesses open early then sure, but not post. How long would that go on for?"
23433,@PapiGordo310 If your religion doesn't agree with the vaccine there are exemption forms you fill out and turn them in they cant deny you employment in that case.
23435,"Bollywood actor Salman Khan receives COVID-19 vaccine shot in Mumbai 

https://t.co/jQ9xjGWWo2 https://t.co/C3g7wQ1l3e"
23438,"As the EU is 4 times slower than the UK at vaccine rollout, this Conversation piece describes how AstraZeneca can fix its supply issues- the bull-whip and Osborne effects in supply and demand

https://t.co/nTH04va6wD https://t.co/4tfrAyK3pa"
23440," Pubs &amp; restaurants could ban unvaccinated people when they re-open

https://t.co/zCAEaCG5oM"
23442,@sheritzy @checkraiseyou @danboy IF and only IF the vaccine stopped the spread would I half understand this theory of a passport. But itâs a big IF and we do know Covid has a ridiculously high survival rate thankfully ( if it is even a real thing that is)
23443,Macron delivers humiliating vaccine mea culpa as EU 'heads for export ban climbdown' at summit TODAY https://t.co/gsleI5W2FH https://t.co/hwzb7rMyYt
23444,"Finally 
I have a spot for the vaccine Saturday"
23447,@OtakuOlaf @Cassady34 @stealyoredbull You can start with not separating families at the border and having an actual plan for distributing the vaccine.
23448,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/JEwEFq7Xgd"
23451,"Australia news live: Andrew Laming apologises over accusations of online harassment, flood cleanup under way https://t.co/i0jeEdMnu4"
23452,"@cheapveneers For the sake of even getting a few likes and a few Twitter engagements/responses, ScottFraud has decided yet again to get the vaccine. Flip flop "
23454,"No it has the power, it doesn't have a right, they are two very different things
 https://t.co/9ZL0GNrOfv"
23455,@darrengrimes_ @cathynewman The MP who voted against covid restrictions but is not having the vaccine (due to tiny-needle fobia)? I see the same logic used to love the United Kingdom &amp; it's flag while supporting Brexit.
23456,Somebody give Claire Fox the number of a clever dentist . Heâll need to be clever . Btw - we paid a fortune for the âcheap â vaccine â and we - WE paid the money to AZ  . Not the âU.K.â - we did . A vulnerable care hone resident is as valuable in any country .
23463,"Last week, @HarryClrke revealed companies are engaged in a race to capture the fast-emerging market for vaccine passports. 

But will a reopened economy come at the expense of our privacy? https://t.co/BAIfXNEmkD"
23466,You wouldn't download a vaccine do you? https://t.co/cyLd6CVLXd
23467,"Get the latest news on the local COVID-19 vaccine rollout and more in the March edition of our community newsletter In Touch, out today.  https://t.co/PRNmQ0VEbw"
23469,"@kayleighmcenany How about we congratulate the hundreds of people who made the vaccine possible, scientists, health professionals, shipping professionals..."
23471,"Staples (which should be boycotted) wants you to take the being-altering shots &amp; have the papers ready to prove it as a precedent leading to when the papers will 'conveniently' be marked into people.

Staples laminates vax cards for free. https://t.co/lJjRUrN4PN via @YahooNews"
23472,"@Greggmag @tracelc @PattyArquette @Kingd2525 Doesn't change the fact that there are zero long term studies on this vaccine. If it really works and has such a high efficacy, then why are masks still mandatory for people who have received the vaccine? Genuine question."
23474,@kayleighmcenany We know the rate at which Trump delivered the vaccine to Americans...Liars gotta lie!
23475,@seanhannity He also took credit for the vaccines that Trump had already or were in the works. Member Trump is still president and Biden got his shot vaccine
23476,@debbiesillygirl @JoeBrunoWSOC9 Thank you Debbie. But here is the funny thing...I talked to anthem customer service today and they are the ones that told me that you could have to pay for if itâs with an out of network vaccine provider.
23477,"Fighting COVID-19: Strong economic recovery begins with a strong vaccination plan. To achieve our goal to provide every adult with their 1st vaccine dose by the end of June, Budget 2021-22 invests $24.2 million to distribute vaccines across NS. #PathtoBalance #nspoli https://t.co/Zz2Rkxh4G8"
23478,"@chris_notcapn No. Despite my health issues, I'm not eligible for the vaccine in my state until next month."
23480,What is a vaccine passport and will you need one to travel? Hereâs what to know. https://t.co/2cTLufqbjn
23484,"this doesn't mean you can't get the vaccine at all! just that specific one. there are a couple others, and not all of them have this allergen."
23485,"This vaccine row has been going on a few days now, with politicians ramping up the hate rhetoric.  Why doesn't the MSM interview AstraZenica so we can get to the truth?#bbcqt"
23487,"@MichaelDeLauzon I agree. Iâm 36 and in great physical shape. I donât need this vaccine. I will not be injected with something that was rushed to market and has not been through proper testing. This doesnât make me anti-vax, Iâve weighed the pros and cons and came to a rational conclusion."
23489,"@FrontineF Sadly the pro vaccine bunch won't approve or understand.
They don't worry that 25% at least of healthcare staff don't have flu vac"
23490,@RutgersU Requiring experimental vaccine for admission.  Fight this https://t.co/flmCsvlSu4
23492,"@tamhodge @KassHodge Wow. Still waiting for my first shot here in BC, Canada. We are good at some things, but a little behind in the vaccine rollout  You guys must be thrilled "
23493,"And amongst the @M0MSuk  #breastfeeding excitement I almost forgot the obligatory #CovidVaccine second dose post. The curly nursling celebrated with a feed of course!  

Still grateful to all those who advocated for BF people to receive the vaccine https://t.co/LeOPtACSmZ"
23494,All California adults will be eligible for vaccine April 15; 50 and older starting April 1 https://t.co/O4XRfUZkmg
23495,"@stramashtoo @Emma34770971 @YardleyShooting @PinkyGriffin I PERSONALLY was DAMAGED by vaccines as a baby. My left bum cheek has muscle damage, as a result of early childhood vaccinations. I developed psoriasis and psoriatic arthritis as a result of the HPV vaccine. The flu jab made me severely unwell for almost a year!"
23497,"#bbcqt UK initially needed the vaccine more than EU as more people dying in UK. Simultaneously, the EU was trashing the efficacy of the AZ vaccine whilst taking a long time to approve it. Then the  EU want to stop UK vaccinations whilst not using  vaccinations  themselves!"
23501,"Dear New York City, 
Thank you for kindly sending me an appointment for COVID-19 vaccination. Unfortunately I am based in London England &amp; my government have banned travelling abroad + I have already had the vaccine 
Please use my slot for a deserving local 
Warmest regards xx https://t.co/fAO0ltMQKK"
23502,@kayleighmcenany Proofreading is important ... and your boss didnât even want the public to know he received the vaccine.
23503,"Who knows what the Liberals have slipped into the #vaccine they're trying to force on everyone. 
Testosterone blockers for Ametican men, maybe?"
23504,vaccine card with ateez playing in the background...... SEND ME TO A CONCERT https://t.co/hYeVMUUrKq
23507,"Hoaxes and misinformation about the COVID-19 vaccine come in many forms - including false information about how to get them. Verify everything before you act on it, be it through social media, text messages or other sources. 
https://t.co/b3cMcf7wu1"
23509,"A total of 32,675 COVID-19 vaccine doses have been administered in Kings County since 12/16/2020. 

This is an increase of 1,132 doses since the last update. 
 
Disclaimer: These numbers could be an undercount as a result of reporting delays."
23514,@footiusmaximus No fun - glad to hear your fur baby is on the mends.  You can always try crushing up your meds into some yummy treats if he is still having a hard time keeping it down.  Maybe talk to your vet about the Bordetella vaccine after he is feeling better? That helps prevent KC cases
23516,@modernmysticmom @BogochIsaac Thatâs Idiopathic Thrombocytopenia known to have rarely occurred in a few of the mRNA vaccine recipients but has not to my knowledge been associated w/ AZ vax. ITP also very rarely occurs following other types of vaccines &amp; occurs in the general population unrelated to vaccines.
23517,"It took a pandemic to expose who is pushing forward human rights development, the vaccine-hoarding Western countries, or China the defender of fair global vaccine distribution: observers  https://t.co/p3351PT2oF"
23518,"NEW: #Novi drive-thru clinic for #vaccine appts: https://t.co/TVYSeW4iqL

Some caveats:
-You aren't 100% confirmed until you receive conf. email 
-First time for me booking people here 
-Moderna vaccine (not caveat, just FYI)"
23523,"@bbcquestiontime Plus.. we funded in part, the research costs and development of the vaccine."
23525,From the ethics perspective. There's no need to pause vaccine rollouts when there's a safety scare. Give the public the facts and let them decide https://t.co/letdiBO21s via @ConversationEDU
23529,now u can have your cinnamon toast crunch and vaccine too https://t.co/qsiFNx4g1f
23530,"This isnât about young people, they havenât had the opportunity to take up the vaccine.  This is about Tory donors (again!) https://t.co/j3IQCAmstF"
23531,@seemsallbad Am I a maaaaaaaaan or am I a vaccine? (Am I a vaccine?)
23532,@AnnikaPires @lavern_spicer @POTUS Annika you hate orange man so much that you will call him  out on how much vaccine was going to be produced instead of crediting him with operation warp speed everyone said it would take five years for a vaccine I donât see you giving credit for that  dummy
23533,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/AiA9AnrA1a"
23534,"The current scandal in Brazil is rich business people are buying private vaccine stashes and using it for family &amp; friends.

Meanwhile, CNN is *defending* the far worse scandal that Gov Cuomo used state resources to give special treatment to Chris Cuomo:

https://t.co/8K5PhvmV5w https://t.co/q2pQJOCUPH"
23536,".@rotarylexky Pres. Jamie Schrader, Dr. Everett McCorvey &amp; other club members are helping encourage citizens to get a COVID-19 vaccine. We taped a video @ @WrigleyMedia to promote vaccines! Thanks to Rotary for all you do. These vaccines are so important to Lexington! #LexDoThis https://t.co/gEsSJZ5vVE"
23540,"@bbcquestiontime Perspective. Our global population is c8bn and EU pop is 754m. UK current vaccine capacity is 950m per year. USA, India and China capacity is 9bn per year - enough for the entire world. But we are the barrier to EU vaccinations? Bollocks. And FYI Germany has a capacity of 500m..."
23544,"@tuckwoodstock Several of my yoga therapy students, ages 70 and up, are sharing that they've received both vaccine shots and are now referring to themselves as, ""Fully Baked""!"
23545,"@NeilEastell @TheThomoHawk @EuroGuido You're a big pharma executive right? How come there's enough vaccine to be exported from the EU but not enough from the UK? You know,  given pharmas are exported to the EU?"
23546,@hendopolis @BorisJohnson Yes it definitely is unfair on the young. Have a passport once everyone has been given the opportunity to have the vaccine.
23547,Insightful. #EU technocracy &amp; risk aversion have thwarted the bold action necessary to save lives. Mitigating every possible risk means nothing gets accomplished. Hesitant leaders exacerbated public doubts borne of misinformation. More lives will be lost. https://t.co/U4NuPMrsPc
23549,@lucyinthesky380 they are talking about vaccine passports into the pub..our arms are being twisted...I havent had it...
23552,"Every other high-income country in the world has many fewer guns and many fewer gun deaths. U.S. states with fewer guns have fewer gun deaths. And when state or local governments have restricted gun access, deaths have often declined. https://t.co/ggF4neoKPp"
23553,FINALLY MADE A DAYWALKER RAEEEEE ! This is a doodle that I sorta just popped some filters over :0 COVID vaccine is not allowing me to do work so I drew in bed lol  #valkyraefanart #DAYWALKER https://t.co/zNymI5J2w7
23554,Vaccine âpassportsâ arenât perfect. But how else should we reopen travel? https://t.co/xBbBMiX1CK https://t.co/t0h2kV1Un0
23559,"ICYMI: our paper on the #CoVaxxy dataset of #COVID19 vaccine posts will be presented at #ICWSM -- good job @mdeverna2 @frapi9 @btrantruong @jb_tweets @ChrisTorresLugo @yang3kc @nikloynes and John Bollenbacher,  David Axelrod https://t.co/1u4J4IDobe https://t.co/nRt82ofaw0"
23562,"No matter your opinion on vaccines yes or no.
Iâm yes but the idea of a vaccine passport is worryingly authoritative.
It will change all our lives forever.
Life will never be the same again.
Especially for those who donât have a vaccine."
23563,"Sweden will restart vaccinations using AstraZeneca's vaccine from next week, but only for those over the age of 65, the Public Health Agency announced on Thursday. https://t.co/EYSQQlnxnn"
23566,"The approved COVID-19 vaccines are safe and effective. They are our best chance for returning to normal. For other answers to frequently asked questions about the COVID-19 vaccine, go to: https://t.co/sFL5qvetBQ https://t.co/IRBYRIlX3L"
23567,*that video of shakira inside those red blood cells with the caption âthe covid vaccine inside my bloodstreamâ*
23568,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/3YZoHf7yub"
23569,"@TeamAlwaysared https://t.co/iBtzwcPIIw

I'm in France the news here is honest not made up lies. Vaccine is slower for many reasons 1 being contract from AZ not honoured even though signed before UK they have a right to expect vaccines purchased delivered."
23571,"#BREAKING: Israel has vaccinated 50% of the population with 2 @pfizer vaccine doses.

56% (inuding these 50%) received the first dose."
23572,"Thank you to all of these amazing #womeninmedicine and #doctormoms who go above and beyond for their patients, families, &amp; communities in combating #covid #misinformation. CC: @evebmd, @IMPACT4HC #medtwitter  https://t.co/vOVOoKCpCy"
23575,Ngl I thought the vaccine would be cold going in like the flu shot but it was warm and I was nervous for nothing :)
23577,"@TrevorVHolly @GVDBossche @YouTube Of course, they want to sell governments on 4 vaccine a year... Seriously? When most healthy people sail through Covid w/o problems?"
23580,Iâm snorting the vaccine when itâs my time
23581,imma say it every other day it is mad unfair to give privileges to vaccinated people when everyone still canât get the vaccine
23582,"@kayleighmcenany Well if he'd spent as much time, planning the vaccine rollout, as he did ""planning the ""insurrection""...thats all I got...he planned the ""insurrection."""
23583,hmmmm vaccine-related selfies! (driving there! after getting it!) âcause why not! https://t.co/NIcwEMj615
23585,#ThisIsOurShot to hear two amazing speakers discuss vaccine hesitancy and grassroots advocacy. @AlexMMTri (of @ThisIsOurShot) and @DrToddWo (from @ShotsHeard and @kidspluspgh) will be joining us for our next COVID Conversation. You won't want to miss it! https://t.co/A5NtWCJtfG
23586,Good point from @vaughangething concerning the charged language concerning vaccine rollouts and nationalism/competition.  UK public already polarised on too many issues over the #pandemic. https://t.co/WmJZJ49x4z
23593,"Guardian front page, Friday 26 March 2021: Pub check strategy to make young people seek vaccine https://t.co/umuEZM39wv"
23595,"@DavidElijahN ""The researchers found that, 7 days or more after the second shot, Pfizerâs vaccine was 94% effective at preventing COVIDâ19 and 92% effective against severe disease.""
https://t.co/EkpJTwW6mI

A link to the study is in the article."
23599,"I was flipping back and forth between this @BostonMagazine article and my web browser bookmarking the recommendations and somehow used up all my article views. Maybe not do this guys? 
https://t.co/6IRtzm7PRu"
23600,Whatâs the crack with this vaccine then. Twitter is on one tonight BIG BIG debates
23601,"@MusicbyScott Dam, was hoping they would go with vaccine passport entry- then I could go to authentic small businesses real ale haunts with my unvaxinated friends free of the gullible biohazard covid fearing  vax folks "
23603,If you havenât had your COVID vaccine yet Camilla thinks you shouldnât be prioritised to get it anytime soon. When she was asked if she would give up her vaccine for a poorer country she replied sheâd already had hers.  #BBCQT https://t.co/m5JYPYUd0B
23604,"At the news of a truce between Britain and the EU in the Vaccine War, Mark Francois waited all day in No Manâs Land with his football, a bar of chocolate and a photo of his sweetheart back home. But the Germans never came."
23605,"ALWAYS FOLLOW THE MONEY!  Bidenâs inner circle maintains close ties to vaccine makers, disclosures reveal https://t.co/DzRRJ5uFWZ by @lhfang"
23608,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/frGL0V12O9"
23609,"Hey @krispykreme, I love that you want to thank people for getting the #covid19 #vaccine! Every incentive helps &amp; free donuts may help move the needle.

However, donuts are a treat that's not good for health if eaten every day.

Here's my suggestion for what to do instead: (1/4)"
23610,"In honor of #InternationalWomensDay Iâm channeling my inner @meganranney:
The U.S. now has the supply it needs to vaccinate its population. But when will we reach herd immunity? Why are we still having suboptimal rates of #COVID19 vaccine uptake? Here are the top reasons:  https://t.co/dyzjMemDPw"
23611,"Standard @BBCNews whinging about potential vaccine passports for pubs and restaurants. 

I think it's a great idea. I'd prefer to book somewhere #COVID19 safe knowing everyone else is vaccinated too.

Why wouldn't I?"
23612,"If there's going to be vaccine passports for pubs I think they will have to make them blue.
https://t.co/is9JKKdVNs"
23613,@BBCNews Corrupt EU can't face the truth: https://t.co/Fdkw0TeTpL
23617,"Today's #COVID19_WI update, and a reminder. We are holding a media briefing right now focused on #vaccine. Join us for answers to your questions about eligibility, distribution, and more: https://t.co/IaUn6pITsB https://t.co/RZOqk6H7v3"
23619,"NEW: Ottawa expects to receive fewer COVID-19 vaccine doses for two weeks in April  #ottnews 

https://t.co/V774paqjrp"
23620,Canada is delaying second doses of COVID-19 vaccines by up to four months but still hasnât provided any new guidance to Canadians on what they can or canât do after getting an initial shot. https://t.co/CM0PaYiX2z
23623,What an absolute joke. @dougducey got his vaccine and said screw the rest of you. https://t.co/Ds6cC9Df5t
23629,"@mercnews All California except in Santa Clara County?
65+ canât even find a vaccine. Adding 50+ on April Foolâs then opening up to everyone 15 days later is a real joke. CA state should double our next allotments since you reneged on our supply the last 2-3 weeks."
23631,"You stealth edited your Trump database listing over 30 ""falsehoods"" that we'd have a vaccine by the end of 2020 and have never issued an explanation or acknowledged it.

But please tell me more about owning your mistakes. https://t.co/R9Ty39M6bJ"
23639,"No fogging eyes  or glasses  -Premium Face Mask for Glasses Wearers
#COVID19 #Covid19UK #Covid_19 #UKGiftAM #ecogiftsday #fridaymorning #COVIDIOTS #AstraZeneca #UKGiftHourÂ #StayHomeÂ Â #vaccine #COVIDã¼19 #UKGovernmentÂ #Sales #thursdayvibes
 https://t.co/yYhcdXQioy"
23641,"@mrvinceangelo @kristellimpot @dtdyumol Some mayors got their coronavirus vaccine shots despite not being in the vaccine priority list.

https://t.co/zNtcwSouBx"
23642,@FabianCrusoe1 Wait till she finds out her  Oxford vaccine came from 
