TEXT,LABEL
"@sbk1963 @Savitritvs @aiyerrr @sureshseshadri1 @Rajendrap1078 @shytigress @nilesh_pat @FireFly53647402 @Visalmama @JaganNKaushik @_ankahi @ArunDeshpande20 @Murali76133156 @Ravichiruvolu1 @bs_hariharan3 @RajeevRumale @KhattiMahendra @prasad_perla @36foe @GenPanwar @neerangautam @RakeshA12572734 @Ashok6510 @IndianRajeshNCo @ChowkidarChokra @AmitMishra4All @mayankpant22 @Bhupendra26 @A2twits @lokeshomkarvats @bshariharan @67irr @maha_periyava_ @AGENTBRAVO2 @nair_hena @Balbhad57312750 @SortedEagle @IjoydeepRoy @SoniaGurnani19 @sumelg2 @PNRATHOD1 @vinayakven @J_o_l_i_e @GeetaRaavi @Satishrathod100 @desai_ujjwala @KAnandk02022900 @ECISVEEP @HMOIndia @SitaramYechury Last year during lockdown I was in India at a stretch for over 7 months.
Observed chilling revelations; anyone could get Aadhar card for Rs.500  with new name ID &amp; d works. 
Extremely disturbing.
In various parts of Delhi 4 illegal immigrants. 
What a threat 2 National security",FALSE
"A Public Enquiry will confirm Johnson scrapped the THRCC (Cabinet Pandemic Committee) in summer 2019 -everyone had to concentrate on Brexit.  That error &amp; his “herd immunity” delayed lockdown &amp; shortage of PPE led to 126000 of our family &amp; friends dying 
#ToryCovidCatastrophe",FALSE
"Govt refuses to do a paid lockdown. We remain open while racing to vaccinate creating variants that show signs of vaccine resistance.
At the same time we're protecting drug company IP hamstringing vaccination efforts abroad.
And this is the response?
https://t.co/q7NKA70S6V",TRUE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO,FALSE
"@AndrewHevesi @NYGovCuomo @melissadderosa Assemblyman those who have forced children into lockdown out of school and away from other children should be prosecuted. The pandemic response had nothing to do with science and everything to do with control. The World Economic Forum players are responsible. Please help.",TRUE
"I've said it before and I'll say it again: this doesn't end until we say ""enough is enough"". Don't keep quiet. Use your voice and speak out against the lockdown now. https://t.co/wET6RR8YMa",TRUE
i did so good on that test i was worried about and now my school is on lockdown so i won but at what cost,FALSE
It is really easy to forget all that Youth Congress team did because we didn't beat our own drum. We didn't beat talis and thalis. We didn't shower flower petals on doctors. @IYC stood right by the side of every corona warrior and every victim of a failed lockdown. Hats off!! https://t.co/NrGlQp6sC2,TRUE
"++IMPORTANT++

The vaccine is authorised for emergency use only and still in live clinical trials until 2023.

They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.

Hence why lockdowns won’t end anytime soon.",TRUE
"Powerful and emotional #1232KMs . Everyone I heard @rekha_bhardwaj ji 's voice in Oh re bidesiya  moved me. A saga of pain and struggle . What a moving tribute to our workers who were left to fend for themselves during the lockdown  @vinodkapri . Speechless after watching this",FALSE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO,FALSE
"Feeling emotional looking at tweets from this time last year. Doctors were shouting from the rooftops that we needed to go into lockdown. We did everything that we could gave everything we had. Could we have saved more lives? That’s a question that will continue to haunt us ",TRUE
"Corona Virus Act extension has just passed in the UK. 
That's another 6 months Lockdown for us peasants.  https://t.co/k0w5Zdnn23",FALSE
"1. How they handled lockdown 2. The ban on semi automatic 3. and now this..

NZL I see you. This is huge thank you for helping women who go through this terrible experience https://t.co/1F3SwxiSaB",FALSE
Reviewing #metaskills resource evaluations from pioneer schoolsthanks to pilot participants who evaluated &amp; made use of resources despite being in lockdown since January  Helping us develop this further #TowardsBetterFutures @TBF_Glasgow @GL1718 @EdISGlasgow @STEMglasgow https://t.co/cU23Qy5Wrb,FALSE
"Dear Mark Drakeford MS/AS | Annwyl Mark Drakeford

We are writing this letter exactly one year after the first lockdown was introduced in Wales...

Read More: | Darllenwch Mwy: https://t.co/IdBFl4M4pk

#WeAreInTheDarkMark #Dylans

@fmwales @WelshGovernment @LlywodraethCym https://t.co/aYj0NjJg83",FALSE
"EXPOSED: Not a single ministry department or State was consulted before PM Modi announced nationwide lockdown. 

Watch to know more. https://t.co/rW6pTRXTZZ",FALSE
"Admit it. Every one of us has dropped our guard. Either a little or a lot. Doubt there’s anyone conducting their lives exactly as they did a year ago. Need an urgent rethink. Can’t afford another lockdown. Especially in affected states please pretend like you already have  https://t.co/zsybuoI7Ih",TRUE
"The zoo is asking supporters to donate to help it survive
https://t.co/6S1sXhuZN8",FALSE
"India suffered - whichever way you see. 

Without lockdown would suffering have been more? We don't know.

To be fair few govts world over did well against the virus. 

Q remains - why did India dive into something MINUS it's best &amp; relevant experts on board?",TRUE
"I've said it before and I'll say it again: this doesn't end until we say ""enough is enough"". Don't keep quiet. Use your voice and speak out against the lockdown now. https://t.co/wET6RR8YMa",TRUE
Albertans will complain about being under lockdown then go bar hopping downtown ,FALSE
"AC City @Sikandariii conducted operation against lockdown violations. 6 Shops and 4 Restaurants have been sealed and 40000 Rs fine has been imposed. Notice has also been served to two Shadi Halls for violations. Stay safe and please observe lockdown timings. 
@GovtofPunjabPK https://t.co/JRnzGIiz6A",FALSE
lockdown https://t.co/c87MKXF6Vz,FALSE
"I know a few #Nottingham authors but @CliveBGS is the only one to write a book about pebbles! Hiding in plain sight along every shoreline each pebble has a story to tell about the history of our landscapes. A fab guide to take to the coast when we’re released from #lockdown https://t.co/uhmqghoyGX",FALSE
"Excellent piece of journalism by @Ly211 describing the cold harsh reality of Philipe losing his job and home in Dublin during #COVID lockdown. Philipe is now sleeping in a tent along the Grand Canal just yards from dozens of vacant homes there is so wrong with our society. https://t.co/uJjSG4biXK",FALSE
"I've said it before and I'll say it again: this doesn't end until we say ""enough is enough"". Don't keep quiet. Use your voice and speak out against the lockdown now. https://t.co/wET6RR8YMa",TRUE
"++IMPORTANT++

The vaccine is authorised for emergency use only and still in live clinical trials until 2023.

They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.

Hence why lockdowns won’t end anytime soon.",TRUE
"Enforcement of Lockdown and Covid-19 SOPs.
Assistant Commissioner Saddar sealed one marriage hall and 3 hotels sealed on Chakri Road for violating Lockdown and Covid-19 SOPs.
@PSHDept 
@GovtofPunjabPK https://t.co/UWGGCFA6jp",FALSE
"I've said it before and I'll say it again: this doesn't end until we say ""enough is enough"". Don't keep quiet. Use your voice and speak out against the lockdown now. https://t.co/wET6RR8YMa",TRUE
@PlayStation @SonyPictures This is the best piece of news during this draining lockdown I’m sooooo looking forward to this!!!!!,FALSE
"If Vaccines work - why are we continuing to lockdown people who have had them?

If Vaccines don't work - why are we insisting that vaccine passports are required to enter pubs for example?

Which is it?",TRUE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO,FALSE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO credit: @DeItaone,FALSE
"The lockdown-loving mask fanatics all share 3 traits:

Privilege
Cowardice
Sanctimony",TRUE
"I've said it before and I'll say it again: this doesn't end until we say ""enough is enough"". Don't keep quiet. Use your voice and speak out against the lockdown now. https://t.co/wET6RR8YMa",TRUE
"In line with Government guidance for #lockdown the following facilities are OPEN for local essential daily exercise only:
  Car park trails and toilets: 9am-6pm
  Refreshments (takeaway): 10am-4pm

 Paul Jubb

(1/4) https://t.co/9Oc1vQzWzb",FALSE
"Boy 15 hanged himself after struggling to cope during Covid lockdown https://t.co/qwxOicJcjF",FALSE
I’m tired of lockdown can it go back to normal please?,FALSE
"In January many low-income parents reported that their children didn't have access to a sufficient number of devices suitable for their online learning.

Access to digital resources remains unequal despite children being back in the classroom.

Read more: https://t.co/RMDm982uyV https://t.co/P2zKM04L1x",TRUE
To any women out there wondering what’s up with their periods during lockdown: 65% of women responded to changes in their cycle during covid https://t.co/P0KByBe18T,FALSE
Y'all always posting this but I can tell y'all ain't never visited the site. I tried to help my ex enroll and basically it was only for lock when COVID lockdown was happening and it's technically not even being offered anymore https://t.co/TrBuRg9AWf,FALSE
"Boy 15 hanged himself after struggling to cope during lockdown https://t.co/0QNJ7ceaJn @MailOnline",FALSE
"In 1665 Cambridge University closed because of plague. Isaac Newton retreated to rural Lincolnshire. During his 2 years in lockdown he worked out calculus the ,TRUE meaning of colour gravitation planetary orbits &amp; the 3 Laws of Motion. Will 2020 be someone’s Annus Mirabilis?",TRUE
3 months or 6 months more lockdown i kinda understand to ensure the vaccine really sets in but 24 months???,TRUE
"@InfoTrekCalgary @CupTeacher @CheriDiNovo @maritstiles @OECTAProv @ETFOPeel Please as an academic(sic) prove  hate accusation. Truth isn’t hate. Nuremberg enshrined “Doing my job” NOT a defence; not then &amp; not now. Empirical evidence proves HARM of lockdown and those &lt;20 pose 0  in morbidity/mortality. How many more children are you willing to lose?",TRUE
"@Gaurav_Singh45 Wow!! Crazyyy 
I am a slow reader I guess I have read Think and grow rich amongst this list and a few others during the lockdown.",FALSE
"The lockdown-loving mask fanatics all share 3 traits:

Privilege
Cowardice
Sanctimony",TRUE
Merkel backtracks on brutal Easter lockdown out of fear from public https://t.co/cKBOunIE7B https://t.co/ceqzSMTp1w,FALSE
"That panel with Sanderson at 10am is making my lockdown internal clock upset. 
BUT hey I will make it work. https://t.co/LFD88PZcGl",FALSE
"@ibrahiimrasheed @ModerateMuslim6 @HPA_MV @nazla_r Hospitalizations are down from 209 in Feb to 103 now. Even though positive cases r above 100 always the in hospital number is gradually decreasing. 

Why? Most probably due to vaccine. 

We go for lockdown when health services is overloaded that doesn't seem to be happening.",TRUE
"Firm ordered to pay €10000 to worker made redundant during first Covid-19 lockdown https://t.co/f5bQyB8Csz",FALSE
"#BREAKING 
#CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY #SANTIAGO",FALSE
"NEW: Extreme lockdown laws extended for further six months despite major Tory revolt: Draconian lockdown laws imposed one year ago have been extended for a further six months despite a major Tory revolt. FOLLOW @roguenewsAI https://t.co/jOAhzuOBDi",FALSE
@MarioKhumalo ANC then Lockdown.,FALSE
"#NDTVExclusive | ""If you can help someone don't think twice"": Actor Sonu Sood on one year of the migrant crisis that hit India during the #coronavirus-induced lockdown

#LeftRightCentre 
https://t.co/6hwaBB1Do4",FALSE
"++IMPORTANT++

The vaccine is authorised for emergency use only and still in live clinical trials until 2023.

They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.

Hence why lockdowns won’t end anytime soon.",TRUE
John Lennon and Yoko Ono began their first “Bed in For Peace” in the Amsterdam Hilton #OTD in 1969. They had invented lockdown. https://t.co/70KxoWZPZe,FALSE
The exception that proves the rule? New research presented at #ENDO2021 shows UK COVID-19 led to improved glycemic control in kids with type 1 diabetes https://t.co/4xjyTDU0x6,TRUE
"AC City @Sikandariii conducted operation against lockdown violations. 6 Shops and 4 Restaurants have been sealed and 40000 Rs fine has been imposed. Notice has also been served to two Shadi Halls for violations. Stay safe and please observe lockdown timings. 
@GovtofPunjabPK https://t.co/JRnzGIiz6A",FALSE
"""We have been part of the care given to every patient who has come through Inverclyde Royal Hospital.”

On the anniversary of the first lockdown Debbie Doolan a Radiographer at the Inverclyde Royal Hospital told us her story  https://t.co/l14IwgWY7w https://t.co/6xhzRqiqrl",FALSE
"So cool to be included in @iq3photography ‘s new photo book #IAmHereAllDay  The pics were taken right at the beginning of lockdown and really capture the feeling of that time! All proceeds go to support the local music scene grab a copy at https://t.co/HHfP5cVHYV https://t.co/YKCpMserfr",FALSE
This was the last restaurant we ate in just before the first lockdown last year. We were the only customers and while she was serving us the waitress received a call on her mobile making her redundant. Poignant moment and the shape of things to come. https://t.co/Se8Pw3o96n,FALSE
Will UK be hit by an 'exit wave' of Covid as lockdown is lifted? https://t.co/Mrkz0rVlTL,FALSE
"India's lockdown was imposed by an @ndmaindia order. Who heads NDMA? Prime Minister. 

So we asked NDMA - who all were consulted before lockdown? Also how many NDMA meetings did the PM attend? Their response. 

NIL to both. Yes NIL. https://t.co/D2jY1MbM5p",TRUE
Dandy’s to fly largest Welsh Flag in the UK to welcome visitors back to Wales after lockdown. #wales  https://t.co/e7LKTBUaEF,FALSE
"Looking for an easy Sushi recipe to get you through the lockdown blues? 

Here's a #EasyVeganSushi recipe from #FoodWithFeeling!  https://t.co/oPE2yVMZmo

Use New Kenji in this recipe!  https://t.co/AQOpQSiIYn https://t.co/0QvjRLiz2q",FALSE
"Enforcement of Lockdown and Covid-19 SOPs.
Assistant Commissioner Saddar sealed one marriage hall and 3 hotels sealed on Chakri Road for violating Lockdown and Covid-19 SOPs.
@PSHDept 
@GovtofPunjabPK https://t.co/UWGGCFA6jp",FALSE
"Brand new stats just dropped - Covid hospital patients in England now down to 3763. Another +200 drop in a day.
It's silly that we aren't doing the April 12 relaxations (outdoor hospitality) this coming Monday. Ministers have become blind to the serious negatives of lockdown.",TRUE
"Due to prolonged lockdown I am receiving multiple complaints of weight gain/ glucose intolerance/ hypertension from people. Nutritional deficiencies are major concerns as well.

I am offering Dietary consultations to help to get back to shape. DM me if you have any need.",FALSE
My article arguing that the national lockdown was unconstitutional from April 2020 https://t.co/zhlUsF8LH2 2/2,TRUE
Idg why every country doesnt do this? Would save so much more money testing+quarantining than going into lockdown https://t.co/M5Vk33MNp3,TRUE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO,FALSE
"Govt refuses to do a paid lockdown. We remain open while racing to vaccinate creating variants that show signs of vaccine resistance.

At the same time we're protecting drug company IP hamstringing vaccination efforts abroad.

And this is the response?

https://t.co/q7NKA70S6V",TRUE
“To prolong lockdown and pursue vaccination of the remaining population is to undertake an unmanageable task with no result superior to naturally occurring infection “ https://t.co/AYAT0QOW4z,FALSE
"Highly urge everyone to read this important thread on @PMOIndia's unconstitutional &amp; unplanned lockdown. Zero consultations planning &amp; legality. Did he wake up one fine day &amp; just announce it? Millions of people were pushed into poverty because of his lack of compassion. [1/2] https://t.co/PHFDlRgMMW",FALSE
aaaand we're on lockdown again ;;,FALSE
Are your pupils struggling to work as a team post-lockdown? Maybe you need to share #BestTest by @pippagoodhart  @AnnaDohertyIllu - a gorgeous story about embracing our talents and the importance of teamwork. @TinyOwl_Books https://t.co/VFYvuHJmpJ,FALSE
"Remember 2 things today when it comes to the Coronavirus Act vote today... it’s not just an extension...

It also makes it ILLEGAL for 1) you to leave the country... 

It also makes is ILLEGAL for 2) the Government to ‘speed up’ the opening of the country from lockdown...",TRUE
@protectyrbubble This would help towards making my daughters Lockdown 30th Birthday incredibly special!  #BubbleIt3 https://t.co/JcjZXd1jrR,FALSE
@Femi_Sorry Jobs lost in a pandemic lockdown? Never.,FALSE
@AquawardVenus “We’ve all had pandemic birthdays now” but it isn’t the same bc those first days of lockdown were pretty traumatic and no one knew what we were even allowed to do! No masked backyard social distancing party or anything like that back in March and April 2020.,FALSE
"Not gonna lie I’m enjoying Suez Canal boat Twitter far too much. It’s really buoying me through this last bit of lockdown.",FALSE
"++IMPORTANT++

The vaccine is authorised for emergency use only and still in live clinical trials until 2023.

They’re unable to administer vaccines if the lockdown ends because the emergency ends with it.

Hence why lockdowns won’t end anytime soon.",TRUE
"Admit it. Every one of us has dropped our guard. Either a little or a lot. Doubt there’s anyone conducting their lives exactly as they did a year ago. Need an urgent rethink. Can’t afford another lockdown. Especially in affected states please pretend like you already have  https://t.co/zsybuoI7Ih",TRUE
Habis lockdown terbitlah duckdown,FALSE
What are the unspoken challenges faced by legal practitioners who are also caregivers during  COVID-19? Join us for the latest episode of The #LawyersLounge podcast where guest @SDiGiuseppeLaw deep dives into parenthood during lockdown. Listen at: https://t.co/t5zBsKG4gD https://t.co/nEfPCpnY7E,FALSE
"So cool to be included in @iq3photography ‘s new photo book #IAmHereAllDay  The pics were taken right at the beginning of lockdown and really capture the feeling of that time! All proceeds go to support the local music scene grab a copy at https://t.co/HHfP5cVHYV https://t.co/YKCpMserfr",FALSE
"The SNP:
- put Aberdeen into lockdown but not Glasgow
- hit NE with business rates
- funded Aberdeen businesses LESS than Glasgow ones 
- underfunded NE councils 
- failed to upgrade infrastructure

That's with a minority imagine what they'll do to us if they win a majority.",TRUE
"#Lockdown is changing our Planet at night

Satellite data allows to see the effects on light pollution across the globe - from #NewYork to #Japan changes in night activities can be seen from #Space!
@ESA @NASA @JAXA_en 
Click below 
https://t.co/wNMotLkGM0",TRUE
police did nothing today about the Muslims protests in Batley today during Lockdown but the police make Arrests at all the Anti Lockdown protests in London and also in other towns and cities across the uk,FALSE
"Lockdown started a year ago today 23 March.
We’re still in the shit because of @Conservatives and non existent opposition.",TRUE
"Feeling emotional looking at tweets from this time last year. Doctors were shouting from the rooftops that we needed to go into lockdown. We did everything that we could gave everything we had. Could we have saved more lives? That’s a question that will continue to haunt us ",TRUE
"So Modi consulted only Modi to announce India's draconian March 2020 lockdown one of the harshest on the planet with a four hour notice to the public with no consultation with state governments or experts!!! https://t.co/Kj2aK3bkN9",FALSE
I know lockdown’s been tough but shit me JustEat! https://t.co/GCeQQthV9t,FALSE
"""You will need a passport to enter your pub"" says @Borisjohnson That should help the economy you bumbling buffoon! The ""R"" number is down below 0.4 and we are still in lockdown why? The lies are incredible the shift in direction crackers! ""Still think its a pandemic""?",TRUE
"Ramaphosa and his Galaxy of thieves are making money out of Covid 19 they will introduce hard lockdown again to get an excuse to put South Africa in more debts. Save this tweet.
#Level2",TRUE
"NEW: Extreme lockdown laws extended for further six months despite major Tory revolt: Draconian lockdown laws imposed one year ago have been extended for a further six months despite a major Tory revolt. FOLLOW @roguenewsAI https://t.co/jOAhzuOBDi",FALSE
"@irareads2005 I agree Ira the politicians here are scared that the people won't accept another lockdown.  What we won't accept is this dragging on in limbo because of inaction until the autumn !",TRUE
I'm so tired of scraping by and constantly being charged by my bank for being in the red. Lockdown hasn't helped. Wtf can't I just find an antique vase in a field that happens to selling on antiques roadshow for millions?! IS THAT TOO MUCH TO ASK FOR!?!?!,TRUE
"The BJP refused to listen to the concerns regarding CAA &amp; arrogantly attempted to defame those against it by calling them ‘Jihadis’. 
Didn’t pay any heed to Cong party’s warning about the ongoing pandemic that resulted in unplanned lockdown &amp; several de@ths.

#नहीं_भूलेंगे https://t.co/oTP1aUbodL",TRUE
"@TimExcludedUK @kawasakigpx750 @TracyBrabin @alisonthewliss @CarolineLucas @EstherMcVey1 @PhilipDaviesUK @PBottomleyMP @timfarron @JohnDCaudwell @LSRPlaid @MattWestern_ @SirRogerGale @amessd_southend @CPJElmore @RuthCadbury @carolinenokes @karlmccartney @AnneMarieMorris @StephenMorganMP @Bill_Esterson @William_Wragg @Jesse_Norman @thatginamiller @bernardjenkin @JasonMcCartney @andrealeadsom @Jamie4North @GwynneMP @YasminQureshiMP @POTUS @OliverDowden @philippachilds @BillWigginMP @ConHome @1922_Committee @SirGrahamBrady @CharlesWalkerMP @SadiqKhan @AndyBurnhamGM @MetroMayorSteve @MayorJD @Ianblackford_MP @cajardineMP @KGeorgieva @BrunoLeMaire @OlafScholz @cafreeland @hmtreasury @ChrisStephens It is absolutely horrendous the hardship caused to the forgotten whist we all go to the dogs. If WHitty boris  Hancock and the rest of sage WHO etc didn’t get paid wonder if they would b so keen on these ridiculous lockdown",FALSE
"@hapoelorient Labour has opposed the govt plenty including on free school meals their refusal to lockdown in October and insufficient support to the North. What you're asking is for Labour to bring down crucial public health legislation for partisan purposes. Shame on you.",TRUE
"September marks the start of Cold and Flu season

Lockdown will never end.
The Coronavirus Act will never be repealed.
A Chinese style social credit score will be implemented.

Tories will wilfully nod along.
Labour will continue to be useless.

Meanwhile our lives are destroyed",TRUE
"Three extra areas have joined the parts of France subject to extra restriction 
https://t.co/NoxtP9ksOt",FALSE
"Highly urge everyone to read this important thread on @PMOIndia's unconstitutional &amp; unplanned lockdown. Zero consultations planning &amp; legality. Did he wake up one fine day &amp; just announce it? Millions of people were pushed into poverty because of his lack of compassion. [1/2] https://t.co/PHFDlRgMMW",TRUE
"@SkyNews @BethRigby If people had followed the guidelines we wouldn't have needed such severe lockdowns.

If people had followed the rules of the Tiers and lockdown we would have had much fewer deaths.

Know anyone who flagrantly broke the rules @BethRigby  @KayBurley ?",TRUE
"Here's my view of last year.
#poetry #life #poem #follow #thoughts #loveyourself #lockdown 
#amwriting #LockdownLife https://t.co/y1lgeRfwM4",FALSE
put a finger down if ur sick of lockdown but also have major anxiety of life going back to normal lol me,FALSE
"The lockdown-loving mask fanatics all share 3 traits:

Privilege
Cowardice
Sanctimony",FALSE
"KNBS estimates 1.7mt jobs lost due to lockdown by June 2020. Sh150b would have provided Sh14000 each for six months and saved many small businesses that may now never re-open making recovery that much harder.",FALSE
Prepare for another complete lockdown. Only by imposing complete lockdown we can bring down the cases. - https://t.co/mLqrjeiBAD,TRUE
"IMP  INVESTIGATION

India's lockdown was called world's largest strictest etc. @ BBC we wanted to know how the govt planned it.

So what're we looking at?

Govt docs that reveal every department/agency who was consulted by PM Modi before imposing #lockdown. 

#Thread https://t.co/Ph6COQQF8O",FALSE
COVID news live - latest UK updates: Lockdown powers extended for six months as Boris Johnson says vaccine passports not needed for pubs on 12 April https://t.co/bxqgyv3WPH,FALSE
one year since lockdown wow time really flies https://t.co/QSm02k17JW,FALSE
Alcohol-Related Illness Has ‘Gone Off The Charts’ In Part Due To Lockdown Restrictions https://t.co/1vCuLK4tVB,FALSE
"I just saw a boy no more than 10 walking home from school. Alone. No one near him. Wearing a mask.

What we have done to our young people is unforgivable.

If you want to sit at home and cower go ahead. I am done with lockdown.",TRUE
"We all saw it yesterday. A positive energetic and bold vision from @ShaunBaileyUK . The usual scripted nonsense - always someone else’s fault - from #NoKhanDo . 

We need a #freshstart in London with #TeamBailey 

https://t.co/JQZ2ciZ3Ah",TRUE
"Having a bit of a Frightened Rabbit day today.

This song feels very appropriate during lockdown. Great song  

https://t.co/P7U3wyhCOn",FALSE
do you know how bad it is that you have a favourite lockdown,FALSE
"The curfew has been delayed to 7pm most shops (excepts bars/restaurants) are open schools which had an incidence of 500/100000 last week are also open and the very very very light lockdown won't change anything. But who cares? Dead people don't vote right?",TRUE
*CHILE IMPOSES FULL LOCKDOWN IN ALL OF CAPITAL CITY SANTIAGO,FALSE
@afcniz I've heard rumours of lockdown from 1st april,FALSE
"For our last session at #ANewTomorrow2021 @ola_demk shares details of @theTELLstudy.

The project run by @OfficialUoM and @LJMU asked 16-19-year-olds in the UK what lockdown looked like for them. https://t.co/5HlXUoRO3U",FALSE
"As someone who’s worn nothing more than my Oxford college jumper almost every day since lockdown started I should not have spent as much as I just did on this collection  https://t.co/HArPYlCar4",FALSE
"@Mattzoe2011 @josephkrengel @Dan_Jaguar @fordnation Guess what... I bet there's going to be a 4th lockdown but I don't need a ""leaked"" chart to tell me that.",FALSE
"Chair of the COVID Recovery Group Mark Harper MP explains why he is opposed to the extension of the #coronavirus regulations calling them “draconian powers”.

Get live #COVID19 updates: https://t.co/QqAfoKnPF6 https://t.co/T2wj2VXO9W",FALSE
@Mark_J_Harper @SteveBakerHW Coronavirus emergency measures should end immediately. Any new measures that may be deemed necessary in future can be reapplied for and the pros and cons debated in the house. No more lockdown.,TRUE
"NEW: Extreme lockdown laws extended for further six months despite major Tory revolt: Draconian lockdown laws imposed one year ago have been extended for a further six months despite a major Tory revolt. FOLLOW @roguenewsAI https://t.co/jOAhzuOBDi",FALSE
"#NDTVExclusive | ""If you can help someone don't think twice"": Actor Sonu Sood on one year of the migrant crisis that hit India during the #coronavirus-induced lockdown

#LeftRightCentre https://t.co/S2gegUDB01",FALSE
@RashaanTM Lockdown 1 was great except the no football games,FALSE
"Flags for 'British unity' during the 'blitz spirit' of UK lockdown. We clap for the NHS whilst offering them 1% pay rises. These meaningless tribal gestures are a mere distraction whilst MP's vote today to extend their authoritarian powers. Six additional months of lockdown. https://t.co/kYsYWFAaou",TRUE
"Seven men on a bicycle and 1232 kms to get home. As we complete one year since the lockdown my friend @vinodkapri documentary on the great migration #1232KMs is a must watch. We need to remember so we don’t forget..",FALSE
